x0,y0,x1,y1,score,label,sign
409.7,20.4,462.3,66.8,0.827,38,UnclearSign
343.0,24.5,417.7,71.6,0.671,38,UnclearSign
200.4,38.4,255.7,86.7,0.524,45,KI
254.5,34.9,301.8,81.9,0.523,38,UnclearSign
456.9,17.6,512.5,68.3,0.453,38,UnclearSign
456.7,13.7,537.1,69.2,0.432,38,UnclearSign
136.4,39.8,203.5,82.1,0.429,38,UnclearSign
9.9,29.3,48.9,72.8,0.343,38,UnclearSign
