x0,y0,x1,y1,score,label,sign
257.5,53.8,341.3,100.9,0.842,21,MA
176.1,52.0,264.8,102.6,0.764,142,A₂
445.2,15.7,507.0,55.6,0.711,7,I
133.3,24.7,199.4,58.7,0.591,21,MA
536.6,55.5,579.5,98.9,0.57,38,UnclearSign
39.6,33.8,94.4,66.0,0.523,92,NI
101.4,53.6,184.7,98.7,0.518,21,MA
110.1,4.3,162.8,31.2,0.515,83,LAL
407.8,50.3,537.6,105.1,0.449,38,UnclearSign
335.1,56.3,392.6,103.6,0.413,38,UnclearSign
156.0,1.2,209.4,31.7,0.361,91,BU
82.5,28.0,144.8,61.8,0.355,21,MA
