hex,sign_name,period,code,total_wedges
0x12282,PI TIMES BI,Neo Assyrian,a1b3c2w2,8
0x12009,A2,Neo Assyrian,a1b4c4,9
0x1200a,AB,Neo Assyrian,a1b4,5
0x1201c,AD,Neo Assyrian,a1b5,6
0x1207a,DU,Neo Assyrian,a1b3w1,5
0x1207d,DU SHESHIG,Neo Assyrian,a1b3c4w1,9
0x120f2,GAL,Neo Assyrian,a1b4,5
0x120fe,GESHTIN,Neo Assyrian,a1b3w2,6
0x120ff,GESHTIN TIMES KUR,Neo Assyrian,a1b3c3w2,9
0x1214a,IGI GUNU,Neo Assyrian,a1b5w1,7
0x12034,ARAD,Neo Assyrian,a1b4,5
0x12033,APIN,Neo Assyrian,a1b5,6
0x12035,ARAD TIMES KUR,Neo Assyrian,a1b4c3,8
0x12110,GISAL,Neo Assyrian,a1b4w2,7
0x121b7,LA,Neo Assyrian,a1b4,5
0x12122,GUL,Neo Assyrian,a1b4w2,7
0x1228c,PIRIG TIMES UD,Neo Assyrian,a1b4c4,9
0x12453,FOUR BAN2 VARIANT FORM,Neo Assyrian,a1b3w1,5
0x12455,FIVE BAN2 VARIANT FORM,Neo Assyrian,a1b3w2,6
0x12113,GISH TIMES BAD,Neo Assyrian,a1b3w1,5
0x12248,NE,Neo Assyrian,a1b4c4,9
0x122d7,SHU,Neo Assyrian,a1b4,5
0x12309,TUR,Neo Assyrian,a1b5,6
,ASZ2,Old Assyrian,a1b5,6
,BANESZ,Old Assyrian,a1b4,5
0x122d7,SHU,Old Assyrian,a1b5,6
0x121a6,KISAL,Akkadian,a1b4,5
,SIG7,Akkadian,a1b5w1,7
0x1203e,ASH2,Akkadian,a1b4,5
0x12248,NE,Akkadian,a1b4c4,9
0x122d7,SHU,Akkadian,a1b5,6
0x120f2,GAL,Akkadian,a1b5,6
0x12455,five BAN2 variant form,Akkadian,a1b5,6
0x12452,four BAN2,Akkadian,a1b3w1,5
0x121b7,LA,Neo-Babylonian,a1b5,6
,GAL Variant Form,Neo-Babylonian,a1b5,6
0x120f2,GAL,Neo-Babylonian,a1b5,6
,GURUN Variant Form,Neo-Babylonian,a1b4w2,7
0x120f2,GAL,Old Babylonian,a1b5,6
0x121b7,LA,Old Babylonian,a1b5,6
0x1212c,HAL,Old Babylonian,a1b4,5
0x121ef,LAGAR GUNU,Old Babylonian,a1b4,5
0x122ad,SHA,Old Babylonian,a1b4w2,7
0x122d7,SHU,Old Babylonian,a1b4,5
0x122da,SHUBUR,Old Babylonian,a1b4w2,7
0x1201c,AD,Old Babylonian,a1b5,6
0x1206e,DAM,Old Babylonian,a1b4w2,7
0x1207a,DU,Old Babylonian,a1b3w1,5
0x1207e,DUB,Old Babylonian,a1b4,5
0x1231d,UM,Old Babylonian,a1b4,5
0x12033,APIN,Old Babylonian,a1b4,5
0x12055,DA,Old Babylonian,a1b5w1,7
0x122d7,SHU,Neo-Babylonian,a1b4,5
0x12122,GUL,Old Babylonian,a1b5w1,7
0x1200a,AB,Neo-Babylonian,a1b4,5
0x1207a,DU,Neo-Babylonian,a1b3w1,5
0x12342,URU TIMES IGI,Old Babylonian,a1b5w1,7
0x120a0,ESH2,Old Babylonian,a1b5,6
0x120f2,GAL,Old Babylonian,a1b5,6
0x121a6,KISAL,Old Babylonian,a1b4,5
,SHU variant,Old Babylonian,a1b5,6
0x1203e,ASH2,Old Babylonian,a1b4,5
0x1212f,HI TIMES ASH2,Old Babylonian,a1b4c4,9
0x12076,DIM2,Old Babylonian,a1b3w2,6
0x120f2,GAL,Middle Hittite,a1b5,6
0x12034,ARAD,Neo-Babylonian,a1b3w1,5
0x12076,DIM2,Neo-Babylonian,a1b3w2,6
0x120fe,GESHTIN,Middle Hittite,a1b3w2,6
0x121a0,KI,Middle Hittite,a1b4w2,7
0x121c0,LAGAB TIMES BAD,Middle Hittite,a1b3w1,5
0x121c9,LAGAB TIMES HAL,Middle Hittite,a1b4,5
0x121ef,LAGAR GUNU,Middle Hittite,a1b4,5
0x122d7,SHU,Middle Hittite,a1b4,5
0x1200a,AB,Middle Hittite,a1b4,5
0x12248,NE,Neo-Babylonian,a1b4c4,9
0x1203e,ASH2,Middle Hittite,a1b4,5
0x1206e,DAM,Middle Hittite,a1b4w2,7
0x1207a,DU,Middle Hittite,a1b3w1,5
0x1207e,DUB,Middle Hittite,a1b4,5
0x12452,FOUR BAN2,Neo-Babylonian,a1b3w1,5
0x1231d,UM,Middle Hittite,a1b4,5
0x12033,APIN,Middle Hittite,a1b4,5
0x120f2,GAL,Neo-Assyrian,a1b4,5
0x120fe,GESHTIN,Neo-Assyrian,a1b3w2,6
0x121b7,LA,Neo-Assyrian,a1b4,5
0x12306,TUG2,Middle Hittite,a1b4,5
,form GAL,Middle Hittite,a1b4,5
,form KI,Middle Hittite,a1b4w2,7
,form KISAL,Middle Hittite,a1b4,5
,form LAGAB TIMES BAD,Middle Hittite,a1b3w1,5
,form AB,Middle Hittite,a1b4,5
0x1206e,DAM,Middle Hittite,a1b4w2,7
0x1207a,DU,Middle Hittite,a1b4,5
0x12033,APIN,Middle Hittite,a1b4,5
0x12306,TUG2,Middle Hittite,a1b4,5
0x122fc,TE,Middle Hittite,a1b4,5
0x1207e,DUB,Middle Hittite,a1b4,5
0x12055,DA,Middle Hittite,a1b3w1,5
0x12132,HI TIMES GAD,Neo Assyrian,a1b1c3d2,7
0x12146,IGI,Neo Assyrian,a1b1c1,3
0x12146,IGI,Neo Assyrian,a1b1w1,3
0x12190,KAD2,Neo Assyrian,a1b1c2,4
0x1227c,PAN,Neo Assyrian,a1b2c2w1,6
0x1227f,PI,Neo Assyrian,a1b1c2,4
0x12040,BA,Neo Assyrian,a1b3,4
0x12044,BAL,Neo Assyrian,a1b2c3,6
0x12075,DIM TIMES SHE,Neo Assyrian,a1b1c6d1,9
0x12074,DIM,Neo Assyrian,a1b1c3d1,6
0x12077,DIN,Neo Assyrian,a1b1w2,4
0x1202a,ALEPH,Neo Assyrian,a1b2c4,7
0x120f0,GAD,Neo Assyrian,a1b1c1,3
0x121af,KU7,Neo Assyrian,a1b2w1,4
0x12116,GU,Neo Assyrian,a1b1c4,6
0x1211e,GUD,Neo Assyrian,a1b2c2,5
0x12283,PI TIMES BU,Neo Assyrian,a1b2c6,9
0x12287,PI TIMES U,Neo Assyrian,a1b1c2w1,5
0x122e1,SILA3,Neo Assyrian,a1b1c1,3
0x122ed,TA TIMES HI,Neo Assyrian,a1b2c4,7
0x122fe,TI,Neo Assyrian,a1b1w2,4
0x12220,MA,Neo Assyrian,a1b3,4
0x12227,MASH2,Neo Assyrian,a1b1c4,6
0x1222e,MUG,Neo Assyrian,a1b3,4
0x122a9,SAL,Neo Assyrian,a1b1c2,4
0x1223e,NA,Neo Assyrian,a1b1c2,4
0x12244,NAGAR,Neo Assyrian,a1b1c2w1,5
0x1230c,U GUD,Neo Assyrian,a1b2c2w1,6
0x122fe,TI,Old Assyrian,a1b1w2,4
0x12220,MA,Old Assyrian,a1b3,4
0x1227f,PI,Old Assyrian,a1b1w2,4
0x12146,IGI,Old Assyrian,a1b1w1,3
,MUNUS,Old Assyrian,a1b1w2,4
0x12146,IGI,Akkadian,a1b1w1,3
0x12451,three BAN2,Akkadian,a1b3,4
0x1227f,PI,Akkadian,a1b1w2,4
0x12190,KAD2,Neo-Babylonian,a1b2w1,4
0x12146,IGI,Neo-Babylonian,a1b1w1,3
0x12195,KAK,Neo-Babylonian,a1b1c1,3
0x122e1,SILA3,Neo-Babylonian,a1b1w1,3
0x1227f,PI,Neo-Babylonian,a1b1w2,4
0x1223e,NA,Neo-Babylonian,a1b1w2,4
0x121af,KU7,Old Babylonian,a1b2w1,4
0x121b2,KUN,Old Babylonian,a1b2c2w1,6
0x122a9,SAL,Old Babylonian,a1b1w2,4
0x122e1,SILA3,Old Babylonian,a1b1w1,3
0x1200a,AB,Old Babylonian,a1b2c2,5
0x122fe,TI,Old Babylonian,a1b1w2,4
0x1203e,ASH2,Old Babylonian,a1b3,4
0x1223e,NA,Old Babylonian,a1b1c2,4
0x1227f,PI,Old Babylonian,a1b1w2,4
0x122a9,SAL,Neo-Babylonian,a1b1w2,4
0x122fb,TAR,Neo-Babylonian,a1b1w1,3
0x12146,IGI,Old Babylonian,a1b1w1,3
0x12220,MA,Old Babylonian,a1b3,4
0x1203e,ASH2,Neo-Babylonian,a1b3,4
0x1203e,ASH2,Neo-Babylonian,a1b3,4
0x12337,URU,Old Babylonian,a1b3,4
0x12351,USH,Old Babylonian,a1b2w1,4
0x121aa,KU,Old Babylonian,a1b3,4
0x121ec,LAGAR,Old Babylonian,a1b1c2,4
0x122fe,TI,Old Babylonian,a1b1w2,4
0x1200a,AB,Old Babylonian,a1b2c2,5
0x1202d,AN,Old Babylonian,a1b1c2,4
0x1207a,DU,Old Babylonian,a1b2c2,5
0x1211e,GUD,Old Babylonian,a1b2c2,5
0x1227f,PI,Old Babylonian,a1b1w2,4
0x1230c,U GUD,Old Babylonian,a1b2c2w1,6
0x12040,BA,Old Babylonian,a1b1c2,4
0x12108,GIR2,Old Babylonian,a1b1c4,6
0x12109,GIR2 GUNU,Old Babylonian,a1b1c4,6
0x12146,IGI,Old Babylonian,a1b1w1,3
0x12227,MASH2,Old Babylonian,a1b1c2w1,5
0x12040,BA,Neo-Babylonian,a1b3,4
0x12040,BA,Neo-Babylonian,a1b3,4
0x121a6,KISAL,Middle Hittite,a1b3,4
0x121aa,KU,Middle Hittite,a1b3,4
0x121e5,LAGAB TIMES U,Middle Hittite,a1b2w1,4
0x12120,GUD TIMES KUR,Neo-Babylonian,a1b2c4,7
0x12146,IGI,Neo-Babylonian,a1b1w1,3
,KAD2N,Neo-Babylonian,a1b1c2,4
0x12220,MA,Neo-Babylonian,a1b3,4
0x122fe,TI,Middle Hittite,a1b1w2,4
0x1222e,MUG,Middle Hittite,a1b1c2,4
0x1223e,NA,Middle Hittite,a1b1w2,4
0x1227f,PI,Middle Hittite,a1b1w2,4
0x120f0,GAD,Neo-Assyrian,a1b1w1,3
0x12089,DUR2,Middle Hittite,a1b3,4
0x121af,KU7,Neo-Assyrian,a1b2w1,4
0x12146,IGI,Middle Hittite,a1b1w1,3
0x12220,MA,Middle Hittite,a1b3,4
0x12228,ME,Middle Hittite,a1b1,2
0x12351,USH,Middle Hittite,a1b2w1,4
,form GAD,Middle Hittite,a1b1c1,3
,form SILA3,Middle Hittite,a1b1c1,3
,form ASH2,Middle Hittite,a1b3,4
0x12220,MA,Middle Hittite,a1b3,4
0x12228,ME,Middle Hittite,a1b1,2
0x12306,TUG2,Middle Hittite,a1b3,4
0x1213f,I,Neo Assyrian,b5,5
0x121e3,LAGAB TIMES TAK4,Neo Assyrian,a10b3c1,14
0x12403,FIVE ASH,Neo Assyrian,b5,5
0x12406,EIGHT ASH,Neo Assyrian,b8,8
0x1240b,SIX DISH,Neo Assyrian,a6,6
0x12366,ZIB,Neo Assyrian,c3,3
0x12367,ZIB KABA TENU,Neo Assyrian,c3,3
0x1236d,ZUBUR,Neo Assyrian,c3,3
0x1208c,E OVER E NUN OVER NUN,Neo Assyrian,a14b6,20
0x121f2,LAL,Neo Assyrian,a1b1,2
0x12237,MUSH OVER MUSH TIMES A PLUS NA,Neo Assyrian,a10b3c10w2,25
0x12445,EIGHT VARIANT FORM USSU3,Neo Assyrian,b8,8
0x1244a,TWO ASH TENU,Neo Assyrian,c2,2
0x1244b,THREE ASH TENU,Neo Assyrian,c3,3
0x12001,A TIMES A,Neo Assyrian,a6,6
0x1206c,DAG KISIM5 TIMES U2 PLUS GIR2,Neo Assyrian,a11b10c1w2,24
0x1206b,DAG KISIM5 TIMES TAK4,Neo Assyrian,a13b5c1w2,21
0x120d1,GA2 TIMES HA PLUS LU PLUS ESH2,Neo Assyrian,a12b10w1,23
0x120e1,GA2 TIMES NUN OVER NUN,Neo Assyrian,a11b4,15
0x120f1,GAD OVER GAD GAR OVER GAR,Neo Assyrian,a10b2c2,14
0x1219a,KAM2,Neo Assyrian,c6,6
0x1214f,IM TIMES TAK4,Neo Assyrian,a10b2c5,17
0x121b3,KUR,Neo Assyrian,c3,3
0x12030,AN PLUS NAGA OPPOSING AN PLUS NAGA,Neo Assyrian,a12b18,30
0x121ba,LAGAB TIMES A PLUS DA PLUS HA,Neo Assyrian,a11b6w2,19
0x12322,UMBIN,Neo Assyrian,a11b6c2w3,22
0x122b7,SHA6,Neo Assyrian,a10b6c2,18
0x12228,ME,Neo Assyrian,a1b1,2
,CUNEIFORM PUNCTUATION SIGN VERTICAL COLON,Neo Assyrian,c2,2
,MASZ,Old Assyrian,a1b1,2
0x12047,BAR,Old Assyrian,a1b1,2
,IA7,Old Assyrian,b5,5
,USSU2,Old Assyrian,b8,8
0x1213f,I,Old Assyrian,b5,5
0x12228,ME,Old Assyrian,a1b1,2
,ASZ3,Old Assyrian,a6,6
0x12001,A TIMES A,Akkadian,a6,6
,KAM variant form,Akkadian,c6,6
0x121f2,LAL,Akkadian,a1b1,2
0x12047,BAR,Akkadian,a1b1,2
0x1241a,six GESH2,Akkadian,a6,6
,ESH23,Akkadian,c3,3
0x1244d,five ASH TENU,Akkadian,c5,5
0x1244e,six ASH TENU,Akkadian,c6,6
0x1244a,two ASH TENU,Akkadian,c2,2
0x12406,eight ASH,Akkadian,b8,8
0x12403,five ASH,Akkadian,b5,5
0x120f5,GAM,Old Babylonian,c2,2
0x120f6,GAN,Old Babylonian,b5,5
0x120e1,GA2 TIMES NUN OVER NUN,Neo-Babylonian,a11b4,15
0x121f2,LAL,Old Babylonian,a1b1,2
0x1201d,AK,Old Babylonian,b5,5
0x1213f,I,Old Babylonian,b5,5
0x120f5,GAM,Neo-Babylonian,c2,2
0x120f6,GAN,Neo-Babylonian,b5,5
0x1227d,PAP,Old Babylonian,c2,2
0x1235a,UZ3,Old Babylonian,b5,5
0x121f2,LAL,Neo-Babylonian,a1b1,2
0x121fa,LISH,Neo-Babylonian,c2,2
0x12047,BAR,Old Babylonian,a1b1,2
0x12130,HI TIMES BAD,Old Babylonian,c6,6
0x12226,MASH,Old Babylonian,a1b1,2
0x12228,ME,Old Babylonian,a1b1,2
0x12403,FIVE ASH,Old Babylonian,b5,5
0x1213f,I,Neo-Babylonian,b5,5
0x1219a,KAM2,Neo-Babylonian,b5,5
0x1213f,I,Old Babylonian,b5,5
0x1219c,KASKAL,Old Babylonian,c4,4
0x12047,BAR,Old Babylonian,a1b1,2
0x12226,MASH,Old Babylonian,a1b1,2
0x12228,ME,Old Babylonian,a1b1,2
0x1235e,ZA TENU,Neo-Babylonian,c4,4
0x1240b,SIX DISH,Neo-Babylonian,a6,6
,BAN2,Neo-Babylonian,a1b1,2
0x120e1,GA2 TIMES NUN OVER NUN,Middle Hittite,a11b4,15
0x12001,A TIMES A,Neo-Babylonian,a6,6
0x12041,BAD,Neo-Babylonian,c2,2
0x12077,DIN,Neo-Babylonian,c3,3
0x12077,DIN,Neo-Babylonian,c3,3
0x120f6,GAN,Middle Hittite,b5,5
0x121f2,LAL,Middle Hittite,a1b1,2
0x122e1,SILA3,Middle Hittite,a1b1,2
0x12226,MASH,Neo-Babylonian,a1b1,2
0x12228,ME,Neo-Babylonian,a1b1,2
0x1213f,I,Middle Hittite,b5,5
0x12366,ZIB,Neo-Babylonian,c4,4
0x12403,FIVE ASH,Neo-Babylonian,b5,5
0x12406,EIGHT ASH,Neo-Babylonian,b8,8
,USSU3,Neo-Babylonian,b8,8
,ILIMMU4,Neo-Babylonian,c3,3
0x1219c,KASKAL,Middle Hittite,c4,4
0x1227d,PAP,Middle Hittite,c2,2
0x12047,BAR,Middle Hittite,a1b1,2
,GA2 TIMES HA PLUS LU PLUS,Neo-Assyrian,a12b10w1,23
0x120e1,GA2 TIMES NUN OVER NUN,Neo-Assyrian,a11b4,15
0x120f5,GAM,Neo-Assyrian,c2,2
0x120fd,GASHAN,Neo-Assyrian,c7,7
0x121ba,LAGAB TIMES A PLUS DA PLUS HA,Neo-Assyrian,a11b6w2,19
0x12226,MASH,Middle Hittite,a1b1,2
0x1230d,U U U,Middle Hittite,c3,3
0x12408,THREE DISH,Neo Assyrian,a3,3
0x12410,FIVE U,Neo Assyrian,w5,5
0x12414,NINE U,Neo Assyrian,w9,9
0x12413,EIGHT U,Neo Assyrian,w8,8
0x12401,THREE ASH,Neo Assyrian,b3,3
0x12038,ASH,Neo Assyrian,b1,1
0x1243b,THREE VARIANT FORM ESH21,Neo Assyrian,b3,3
0x12000,A,Neo Assyrian,a3,3
0x12457,NIGIDAESH,Neo Assyrian,a3,3
,ASZ,Old Assyrian,b1,1
0x12310,U OVER U U REVERSED OVER U REVERSED,Neo Assyrian,w4,4
,ESZ21,Old Assyrian,b3,3
,SZE,Old Assyrian,w4,4
0x12397,TI2,Old Assyrian,w4,4
,MAN,Old Assyrian,w2,2
,NIMIN,Old Assyrian,w4,4
,NINNU,Old Assyrian,w5,5
,8,U,w8,8
,9,U,w9,9
,ESZ5,Old Assyrian,a3,3
0x1235d,ZA,Old Assyrian,a4,4
,LIMMU,Old Assyrian,a4,4
0x12153,IMIN,Old Assyrian,a7,7
0x12457,NIGIDAESH,Akkadian,a3,3
0x12153,IMIN,Akkadian,a7,7
0x12310,U OVER U U REVERSED OVER U REVERSED,Akkadian,w4,4
,ESH16,Akkadian,b3,3
,U+1243F,Akkadian,a4,4
,U+1243E,Akkadian,a4,4
0x1240c,seven DISH,Akkadian,a7,7
0x12418,four GESH2,Akkadian,a4,4
0x12417,three GESH2,Akkadian,a3,3
,IMIN variant form,Akkadian,a7,7
0x12410,five U,Akkadian,w5,5
0x12413,eight U,Akkadian,w8,8
0x12414,nine U,Akkadian,w9,9
0x1241b,seven GESH2,Akkadian,a7,7
,vertical colon,Akkadian,w2,2
0x1240f,four U,Akkadian,w4,4
0x120fb,GAR,Old Babylonian,w4,4
0x122b9,SHAR2,Old Babylonian,w4,4
0x122ba,SHE,Old Babylonian,w4,4
0x120fb,GAR,Neo-Babylonian,a3,3
0x1212d,HI,Old Babylonian,w4,4
0x1235d,ZA,Old Babylonian,a4,4
0x122ba,SHE,Neo-Babylonian,w4,4
0x1240c,SEVEN DISH,Old Babylonian,a7,7
0x1240f,FOUR U,Old Babylonian,w4,4
0x12000,A,Old Babylonian,a3,3
0x12038,ASH,Old Babylonian,b1,1
0x12077,DIN,Old Babylonian,w4,4
0x12079,DISH,Old Babylonian,a1,1
0x12134,HI TIMES NUN,Old Babylonian,w5,5
0x12408,THREE DISH,Old Babylonian,a3,3
0x12409,FOUR DISH,Old Babylonian,a4,4
0x12410,FIVE U,Old Babylonian,w5,5
0x12457,NIGIDAESH,Old Babylonian,a3,3
0x1222c,MU,Neo-Babylonian,w5,5
0x122ba,SHE,Old Babylonian,w8,8
0x1235d,ZA,Old Babylonian,a4,4
0x12000,A,Old Babylonian,a3,3
0x12038,ASH,Old Babylonian,b1,1
0x12079,DISH,Old Babylonian,a1,1
0x12401,THREE ASH,Old Babylonian,b3,3
0x1235d,ZA,Neo-Babylonian,a4,4
0x1240c,SEVEN DISH,Neo-Babylonian,a7,7
0x1240f,FOUR U,Neo-Babylonian,w4,4
,THREE,Neo-Babylonian,b3,3
,ESH21,Neo-Babylonian,b3,3
,ESH21,Neo-Babylonian,b3,3
,LIMMU,Neo-Babylonian,a4,4
0x12000,A,Neo-Babylonian,a3,3
0x120f5,GAM,Middle Hittite,w2,2
0x12038,ASH,Neo-Babylonian,b1,1
0x12079,DISH,Neo-Babylonian,a1,1
0x12408,THREE DISH,Neo-Babylonian,a3,3
0x12409,FOUR DISH,Neo-Babylonian,a4,4
0x12410,FIVE U,Neo-Babylonian,w5,5
,ILIMMU,Neo-Babylonian,a3,3
0x12457,NIGIDAESH,Neo-Babylonian,a3,3
,PUNCTUATION SIGN VERTICAL COLON,Neo-Babylonian,w2,2
0x1227b,PAD,Middle Hittite,w5,5
0x1235d,ZA,Middle Hittite,a4,4
0x1240a,FIVE DISH,Middle Hittite,w5,5
0x1240b,SIX DISH,Middle Hittite,w5,5
0x1243c,FOUR VARIANT FORM LIMMU,Middle Hittite,a4,4
0x12000,A,Middle Hittite,a3,3
0x12038,ASH,Middle Hittite,b1,1
0x120f1,GAD OVER GAD GAR OVER GAR,Neo-Assyrian,w14,14
0x120fb,GAR,Neo-Assyrian,a4,4
0x12079,DISH,Middle Hittite,a1,1
0x12408,THREE DISH,Middle Hittite,a3,3
0x12410,FIVE U,Middle Hittite,w5,5
0x12446,NINE VARIANT FORM ILIMMU,Middle Hittite,w9,9
,VERTICAL COLON,Middle Hittite,w2,2
0x1240e,nine DISH,Middle Hittite,w9,9
0x1227d,PAP,Middle Hittite,w2,2
0x12407,NINE ASH,Neo Assyrian,b9,9
0x1240d,EIGHT DISH,Neo Assyrian,a8,8
0x12412,SEVEN U,Neo Assyrian,w7,7
0x12411,SIX U,Neo Assyrian,w6,6
0x12039,ASH ZIDA TENU,Neo Assyrian,c1,1
0x12444,EIGHT VARIANT FORM USSU,Neo Assyrian,a8,8
0x12447,NINE VARIANT FORM ILIMMU3,Neo Assyrian,b9,9
0x1202d,AN,Neo Assyrian,a1b2,3
0x12195,KAK,Neo Assyrian,a1b2,3
0x12111,GISH,Neo Assyrian,a1b2,3
0x1235e,ZA TENU,Neo Assyrian,c4,4
0x1222b,MIN,Neo Assyrian,a2,2
0x122ba,SHE,Neo Assyrian,c4,4
0x12108,GIR2,Old Assyrian,a4b1c2d2,9
0x1230d,U U U,Neo Assyrian,w3,3
,ILIMMU2,Old Assyrian,b9,9
0x1227a,PA,Old Assyrian,a1b2,3
0x121b3,KUR,Old Assyrian,w3,3
,ESZ,Old Assyrian,w3,3
,LX,Old Assyrian,w6,6
,7,U,w7,7
0x1222b,MIN,Old Assyrian,a2,2
,USSU,Old Assyrian,a8,8
0x122e4,SUD,Akkadian,a4b1c2d2,9
0x12109,GIR2 GUNU,Akkadian,a4b1c2d2,9
0x121b4,KUR opposing KUR,Akkadian,w6,6
0x1235e,ZA TENU,Akkadian,c4,4
0x1230d,U U U,Akkadian,w3,3
0x12111,GISH,Akkadian,a1b2,3
0x12397,TI2,Akkadian,c4,4
0x1240d,eight DISH,Akkadian,a8,8
0x12416,two GESH2,Akkadian,a2,2
,USSU,Akkadian,a8,8
0x12411,six U,Akkadian,w6,6
0x12412,seven U,Akkadian,w7,7
0x1241c,eight GESH2,Akkadian,a8,8
0x1244c,four ASH TENU,Akkadian,c4,4
0x12366,ZIB,Akkadian,c4,4
0x12367,ZIB KABA TENU,Akkadian,c4,4
,ILIMMU3,Akkadian,b9,9
0x12407,nine ASH,Akkadian,b9,9
0x1227a,PA,Akkadian,a1b2,3
0x120f0,GAD,Old Babylonian,a1b2,3
0x121b3,KUR,Old Babylonian,w3,3
0x1202d,AN,Old Babylonian,a1b2,3
0x120f0,GAD,Neo-Babylonian,a1b2,3
0x1219c,KASKAL,Old Babylonian,c4,4
0x1222b,MIN,Old Babylonian,a2,2
0x1227a,PA,Old Babylonian,a1b2,3
0x1230d,U U U,Old Babylonian,w3,3
0x121b3,KUR,Neo-Babylonian,w3,3
0x122b9,SHAR2,Neo-Babylonian,c4,4
0x1240d,EIGHT DISH,Old Babylonian,a8,8
0x12039,ASH ZIDA TENU,Old Babylonian,c1,1
0x12111,GISH,Old Babylonian,a1b2,3
0x1202d,AN,Neo-Babylonian,a1b2,3
0x12407,NINE ASH,Old Babylonian,b9,9
0x12450,TWO BAN2,Old Babylonian,a1b2,3
0x12456,NIGIDAMIN,Old Babylonian,a2,2
0x1212d,HI,Neo-Babylonian,w3,3
0x121b3,KUR,Old Babylonian,w3,3
0x121b8,LAGAB,Old Babylonian,a1b2,3
0x1222b,MIN,Neo-Babylonian,a2,2
0x122e7,SUM,Old Babylonian,w13,13
0x1212d,HI,Old Babylonian,c4,4
0x1227a,PA,Neo-Babylonian,a1b2,3
0x1230d,U U U,Neo-Babylonian,w3,3
0x1226d,NUNUZ,Old Babylonian,w6,6
0x1227a,PA,Old Babylonian,a1b2,3
0x1230d,U U U,Old Babylonian,w3,3
0x12111,GISH,Old Babylonian,a1b2,3
0x12450,TWO BAN2,Old Babylonian,a1b2,3
0x1240d,EIGHT DISH,Neo-Babylonian,a8,8
0x120f0,GAD,Middle Hittite,a1b2,3
0x12039,ASH ZIDA TENU,Neo-Babylonian,c1,1
0x121b3,KUR,Middle Hittite,w3,3
0x121b8,LAGAB,Middle Hittite,a1b2,3
0x122ba,SHE,Middle Hittite,w4,4
0x12111,GISH,Neo-Babylonian,a1b2,3
0x12135,HI TIMES SHE,Neo-Babylonian,w6,6
0x122fb,TAR,Middle Hittite,a1b2,3
0x1202d,AN,Middle Hittite,a1b2,3
0x1212d,HI,Middle Hittite,w4,4
0x12407,NINE ASH,Neo-Babylonian,b9,9
0x12411,SIX U,Neo-Babylonian,w6,6
,ILIMMU3,Neo-Babylonian,b9,9
0x12450,TWO BAN2,Neo-Babylonian,a1b2,3
0x12456,NIGIDAMIN,Neo-Babylonian,a2,2
0x1227a,PA,Middle Hittite,a1b2,3
0x1230d,U U U,Middle Hittite,w3,3
0x1240c,SEVEN DISH,Middle Hittite,w7,7
0x1240d,EIGHT DISH,Middle Hittite,a8,8
0x12077,DIN,Middle Hittite,w3,3
0x121b3,KUR,Neo-Assyrian,w3,3
0x12111,GISH,Middle Hittite,a1b2,3
0x12130,HI TIMES BAD,Middle Hittite,w7,7
0x12135,HI TIMES SHE,Middle Hittite,w7,7
0x12409,FOUR DISH,Middle Hittite,w4,4
0x12135,HI TIMES SHE,Old Babylonian,w7,7
,VERTICAL COLON,Middle Hittite,c1,1
0x12066,DAG KISIM5 TIMES LU PLUS MASH2,Neo Assyrian,a9b9c4w2,24
0x120c2,GA2 TIMES BUR PLUS RA,Neo Assyrian,a9b10,19
0x120c6,GA2 TIMES DUB,Neo Assyrian,a7b6,13
0x120c8,GA2 TIMES EL PLUS LA,Neo Assyrian,a8b8c2,18
0x120ca,GA2 TIMES EN TIMES GAN2 TENU,Neo Assyrian,a9b5c2,16
0x121dd,LAGAB TIMES SHITA PLUS GISH PLUS ERIN2,Neo Assyrian,a8b6c2,16
0x121e4,LAGAB TIMES TE PLUS A PLUS SU PLUS NA,Neo Assyrian,a9b7c6,22
0x12261,NU,Neo Assyrian,b1d1,2
0x1226a,NUN OVER NUN,Neo Assyrian,a8b2,10
0x1227d,PAP,Neo Assyrian,b1c1,2
0x1236c,ZU5 TIMES A,Neo Assyrian,a7b5w1,13
0x1204d,BU,Neo Assyrian,b1c4,5
0x120a4,EZEN TIMES A PLUS LAL TIMES LAL,Neo Assyrian,a7b9,16
0x1223a,MUSH3 TIMES A,Neo Assyrian,a8b1,9
0x12446,NINE VARIANT FORM ILIMMU,Neo Assyrian,a9,9
0x12004,A TIMES HA,Neo Assyrian,a7w1,8
0x12011,AB TIMES IMIN,Neo Assyrian,a8b4w1,13
0x12016,AB2,Neo Assyrian,b2w1,3
0x1201b,AB2 TIMES TAK4,Neo Assyrian,a8b3c1w1,13
0x1206d,DAG KISIM5 TIMES USH,Neo Assyrian,a8b6w2,16
0x1202c,AMAR TIMES SHE,Neo Assyrian,b2c4w3,9
0x120d0,GA2 TIMES GIR2 PLUS SU,Neo Assyrian,a8b8c1,17
0x120d7,GA2 TIMES ISH PLUS HU PLUS ASH,Neo Assyrian,a7b6w2,15
0x120dc,GA2 TIMES KU3 PLUS AN,Neo Assyrian,a8b4w1,13
0x120f4,GALAM,Neo Assyrian,b2c1d1w2,6
0x12199,KAL CROSSING KAL,Neo Assyrian,a8b4,12
0x1219c,KASKAL,Neo Assyrian,b2c2,4
0x1214d,IL2,Neo Assyrian,a7b6c2,15
0x121a9,KISIM5 OVER KISIM5,Neo Assyrian,b2d2w4,8
