DIFT_similarity,mask,affine,global,OOB,total
-0.00024421029423441116,-0.00015118254575045284,0.0,0.0,0.0,-0.000395392839984864
-0.0002442136473190557,-0.00017041011000052092,7.927165180444718e-06,7.992394268512726,0.0,7.991987750734256
-0.0002442201166155024,-0.00017959528828874073,7.5141079723834996e-06,2.0393040031194687,0.0,2.038887716723618
-0.00024421261963046467,-0.00017265568282765647,9.3741275370121e-06,4.828393831849098,0.0,4.827986441982099
-0.00024421773228419224,-0.00018116327369896074,1.1921848356723787e-05,6.73505961894989,0.0,6.734646279001651
-0.000244214268443304,-0.00018654317010271672,1.340918093919754e-05,5.946771427989006,0.0,5.946354273446166
-0.0002442336452077143,-0.00019360926872429748,1.4546488225460053e-05,3.4693922847509384,0.0,3.468969003226441
-0.00024422275956668374,-0.000194886989655594,1.5578164160251618e-05,0.16100466018542647,0.0,0.16058113092809462
-0.00024423449495871965,-0.0001887104147983094,1.615847796201706e-05,1.6219999641180038,0.0,1.6215831925870003
-0.0002442319823280236,-0.00019722392710236212,1.6560260951519013e-05,1.4500807970762253,0.0,1.4496558567247402
-0.0002442378379378675,-0.0002050057860533707,1.6685287654399873e-05,0.012662465451285243,0.0,0.012229907347971134
-0.00024423337357196335,-0.00019995653515060742,1.6593180596828462e-05,2.128913998603821,0.0,2.128486282665489
-0.0002442353656483142,-0.00020167933325553652,1.656199097633362e-05,3.088015131652355,0.0,3.087585726790675
-0.0002442417729374332,-0.000208235501542822,1.6450463235378265e-05,2.800977975130081,0.0,2.800541918516869
-0.0002442357293653509,-0.00020840444948902587,1.652602106332779e-05,1.50798624381423,0.0,1.5075500737767935
-0.00024423545441499704,-0.00020679298024624585,1.6373829543590548e-05,0.46160081401467323,0.0,0.4611661556842886
-0.00024423143412503933,-0.00020777564082314102,1.6174289584159852e-05,1.3737319968640804,0.0,1.3732961380021675
-0.00024422915869056145,-0.0002106637448320786,1.5908809006214143e-05,1.2094841338694096,0.0,1.209045116246838
-0.0002442441848365383,-0.00020186603993177412,1.5643715858459474e-05,0.1477623707614839,0.0,0.14733190658134615
-0.0002442395984770782,-0.0002060267049093454,1.5167236328125e-05,1.598852314054966,0.0,1.5984171777343643
-0.0002442383069946017,-0.0002051372439484597,1.4697718620300294e-05,2.3611990734934807,0.0,2.360764462715906
-0.00024422744940642995,-0.0002048789216967998,1.4410714805126191e-05,2.1557414904236794,0.0,2.15530675751403
-0.00024423134980477496,-0.00020667865054061014,1.427731066942215e-05,1.1284606531262398,0.0,1.1280240129858974
-0.0002442268185809048,-0.00020936567817193765,1.4481304585933687e-05,0.5775853991508484,0.0,0.5771462879579743
-0.0002442396058338798,-0.00020781227777401604,1.4732860028743744e-05,1.3281590305268764,0.0,1.3277216556240228
-0.00024423414393418675,-0.00020469753910402685,1.4977334439754486e-05,1.1663279496133327,0.0,1.1658939989896884
-0.00024422861606581136,-0.00020802110022554796,1.5154562890529634e-05,0.22074896842241287,0.0,0.2203118658183296
-0.0002442380683431919,-0.0002083136636322403,1.5215161442756654e-05,1.4068893156945705,0.0,1.4064519828493967
-0.0002442384589004279,-0.0002140598737344165,1.529163718223572e-05,2.1014701575040817,0.0,2.101027225313626
-0.0002442387661075271,-0.0002139476762220147,1.534259021282196e-05,1.9232243299484253,0.0,1.922781486096
-0.0002442400132875062,-0.0002101557330521367,1.531246155500412e-05,0.9898730553686619,0.0,0.9894339683590148
-0.0002442602001893748,-0.0002171065112165767,1.561531126499176e-05,0.6233650259673595,0.0,0.6229192931933907
-0.0002442388576229051,-0.00021163612205926256,1.5778300166130067e-05,1.3136181980371475,0.0,1.3131780864560163
-0.0002442497525609926,-0.0002082951244805008,1.601761281490326e-05,1.1528902687132359,0.0,1.152453797328783
-0.000244255692248569,-0.0002118430062631766,1.6039381921291352e-05,0.25249235332012177,0.0,0.2520523089038514
-0.0002442525598679721,-0.00021151854280382395,1.5786074101924898e-05,1.3288959860801697,0.0,1.3284560606562155
-0.0002442494236877085,-0.00020764006636518994,1.5775641798973085e-05,1.9961141049861908,0.0,1.9956780209406288
-0.00024424704833007937,-0.0002027604576530363,1.5879197418689728e-05,1.8286127597093582,0.0,1.828181676104094
-0.00024424882519977274,-0.00021114724114575703,1.56492754817009e-05,0.9334062226116657,0.0,0.9329664869963469
-0.0002442463642283757,-0.00021332049971571298,1.5360742807388307e-05,0.6416691467165947,0.0,0.6412269480448308
-0.0002442474789859261,-0.00021729613078137237,1.5242551267147064e-05,1.3069198466837406,0.0,1.3064735120973048
-0.00024425278663531773,-0.00021396390772114197,1.4945533871650696e-05,1.1467979289591312,0.0,1.1463546242707834
-0.00024424964245150073,-0.00020716393808368593,1.4602158963680267e-05,0.26567704044282436,0.0,0.2652402234327979
-0.0002442409087962005,-0.00020605171119539588,1.4164459705352784e-05,1.2955074198544025,0.0,1.2950713028698533
-0.00024424617004115134,-0.00021100243389606476,1.381748914718628e-05,1.9508395344018936,0.0,1.9503980883859569
-0.0002442371903776398,-0.00021424672113998287,1.355506032705307e-05,1.7879044637084007,0.0,1.7874595721097086
-0.000244240394951905,-0.00021580380803689573,1.3655312359333039e-05,0.9092540480196476,0.0,0.9088076852053953
-0.0002442488646516318,-0.00021098799806334377,1.3716228306293488e-05,0.6487444043159485,0.0,0.6483028836810741
-0.00024424865275957726,-0.0002126286521802346,1.3644948601722717e-05,1.3030407950282097,0.0,1.302597510517218
-0.0002442528050677437,-0.0002099569439763824,1.346314698457718e-05,1.1432936415076256,0.0,1.1428528725532276
-0.00024425024878130193,-0.00021662465009838342,1.3365092873573303e-05,0.27090427465736866,0.0,0.2704567629886985
-0.00024424223310133027,-0.0002098542637861605,1.3170380890369417e-05,1.2806872837245464,0.0,1.2802464060373857
-0.0002442374480273833,-0.00020657490108847318,1.3279671967029572e-05,1.93056371062994,0.0,1.9301261556003757
-0.0002442381204067109,-0.00020659055100288238,1.350465714931488e-05,1.769660972058773,0.0,1.7692236256922573
-0.0002442400149043857,-0.00020933266049978554,1.3499701023101807e-05,0.898569542914629,0.0,0.8981294513135724
-0.0002442393662931863,-0.0002136659668634335,1.358681619167328e-05,0.651216134428978,0.0,0.6507718308128221
-0.0002442310725099459,-0.00022009257639447847,1.3719069957733154e-05,1.3004805892705917,0.0,1.3000299995928601
-0.00024424131519885527,-0.00021095963477622717,1.3902340829372407e-05,1.1409886181354523,0.0,1.1405472897236248
-0.000244241267258379,-0.00021356933725764975,1.4026828110218049e-05,0.27280389331281185,0.0,0.2723601188490788
-0.00024424022655390824,-0.00021226570318666442,1.4010199904441834e-05,1.2738291174173355,0.0,1.2733866067856994
-0.00024424567373999807,-0.00021345358201312287,1.404089480638504e-05,1.9210418686270714,0.0,1.9205981879142882
-0.0002442468133974924,-0.00020922126767536003,1.4130836725234987e-05,1.7610915005207062,0.0,1.7606521334737728
-0.00024425361795389714,-0.0002123959065496456,1.4222706854343414e-05,0.89366240426898,0.0,0.8932199662749463
-0.00024426254733245716,-0.00020838171061768663,1.4233379065990449e-05,0.6518309470266104,0.0,0.6513925603613987
-0.0002442457765735324,-0.00021335167515533005,1.4278718829154969e-05,1.2986419722437859,0.0,1.2981986013564741
-0.00024424223083769904,-0.00021353825969340202,1.4336855709552766e-05,1.1393321678042412,0.0,1.1388887316194924
-0.00024423355927057045,-0.00021269911132752896,1.4416548609733582e-05,0.27333309408277273,0.0,0.27289058634193375
-0.0002442407897938716,-0.00020810546915172988,1.4812153577804567e-05,1.2704765424132347,0.0,1.270039045560687
-0.0002442443343170453,-0.0002120860393887233,1.494530886411667e-05,1.916278712451458,0.0,1.9158373348363995
-0.00024423989574036875,-0.00021281403821548638,1.4885227382183075e-05,1.7568033188581467,0.0,1.7563611054475539
-0.00024424661355118994,-0.00021251009199768303,1.4829252660274506e-05,0.8912927471101284,0.0,0.890850823381865
-0.00024424877313625377,-0.00020633601188038787,1.5015412867069245e-05,0.6517301313579082,0.0,0.6512945508098484
-0.0002442438517593675,-0.00021213300372163453,1.5207388997077942e-05,1.2972470372915268,0.0,1.2968058827261764
-0.00024426438143968377,-0.0002118681642661492,1.535354107618332e-05,1.1380788870155811,0.0,1.1376381489882892
-0.0002442415453616478,-0.00021499154487081493,1.5144021809101106e-05,0.27333509642630816,0.0,0.2728910101517885
-0.00024425213842833827,-0.00021051837941004728,1.4993666112422943e-05,1.268688589334488,0.0,1.2682487826802271
-0.00024425324445473965,-0.0002143573588912841,1.4694198966026308e-05,1.913665235042572,0.0,1.9132213782422693
-0.0002442487872031052,-0.000210775558721798,1.4475233852863312e-05,1.7544493079185486,0.0,1.7540088184111795
-0.00024424002824364126,-0.00021499769208642344,1.4585693180561067e-05,0.8900503627955914,0.0,0.8896056995923425
-0.00024423942579435083,-0.00021189967637571196,1.4844651520252228e-05,0.6513893138617277,0.0,0.6509480063726012
-0.0002442404142736147,-0.0002122451881376054,1.4832048118114471e-05,1.296148169785738,0.0,1.2957065274069797
