x0,y0,x1,y1,score,label,sign
393.3,597.3,666.0,901.5,0.961,23,DIŠ
677.5,524.4,997.0,858.6,0.918,100,GIŠ
405.6,870.8,677.9,1101.2,0.762,23,DIŠ
746.2,807.9,1133.4,1134.7,0.702,120,BAL
1464.7,698.5,1728.1,1109.8,0.62,34,NA
1105.2,761.6,1336.1,1125.2,0.585,11,A
2021.7,734.3,2360.7,1034.2,0.541,12,DI
1699.0,713.3,2056.4,1083.4,0.5,133,AD
959.6,474.6,1492.9,800.3,0.41,166,MAR
746.2,807.9,1133.4,1134.7,0.331,33,AN
