x0,y0,x1,y1,score,label,sign
237.4,53.4,296.6,91.1,0.955,92,NI
201.4,84.3,279.2,124.3,0.931,92,NI
323.5,27.7,368.8,62.8,0.884,7,I
402.8,53.6,472.2,95.7,0.84,49,IGI
323.0,86.4,404.0,127.6,0.735,92,NI
215.7,48.4,246.7,89.3,0.654,11,A
272.7,81.3,331.7,129.2,0.538,98,E
431.8,27.0,478.1,65.0,0.508,7,I
126.0,82.9,209.4,130.7,0.477,21,MA
296.6,54.1,359.8,96.6,0.361,74,RA
261.4,23.3,328.8,62.9,0.337,56,GA
469.1,55.8,514.4,89.4,0.337,97,U
