x0,y0,x1,y1,score,label,sign
279.1,194.6,410.2,259.7,0.948,7,I
732.9,109.6,819.4,180.2,0.835,37,UD
914.8,99.7,1042.7,184.5,0.833,38,UnclearSign
147.3,150.7,202.5,210.3,0.561,44,DIN
745.3,166.1,828.5,235.7,0.524,11,A
401.3,182.3,481.8,256.1,0.407,71,ŠU
1064.5,161.6,1162.8,231.5,0.392,109,NU
228.1,197.4,288.0,259.0,0.319,11,A
