face,script,method,n_truth,n_pred,n_atf,recall,precision,first_err,count_ok,px_per_line,coverage
IM.58485__obverse,OB,dp,15,15,15,0.4,0.4,3.8723966458650887,True,100.5,1.0
IM.58533__obverse,OB,free,15,12,10,0.13333333333333333,0.16666666666666666,17.15767370168294,False,132.1,1.5
IM.58533__obverse,OB,comb,15,10,10,0.13333333333333333,0.2,15.38098937162995,True,132.1,1.5
IM.58533__obverse,OB,dp,15,10,10,0.13333333333333333,0.2,17.298476124090204,True,132.1,1.5
IM.58533__reverse,OB,free,10,7,8,0.2,0.2857142857142857,1.6153217011995638,False,183.4,1.25
IM.58533__reverse,OB,comb,10,8,8,0.3,0.375,1.8334242093784079,True,183.4,1.25
IM.58533__reverse,OB,dp,10,8,8,0.2,0.25,1.8334242093784079,True,183.4,1.25
IM.58543__obverse,OB,free,5,8,6,0.0,nan,nan,False,113.5,0.83
IM.58543__obverse,OB,comb,5,6,6,0.0,nan,nan,True,113.5,0.83
IM.58543__obverse,OB,dp,5,6,6,0.2,nan,nan,True,113.5,0.83
IM.58543__reverse,OB,free,6,9,6,0.0,0.0,nan,False,101.5,1.0
IM.58543__reverse,OB,comb,6,6,6,0.0,0.0,nan,True,101.5,1.0
IM.58543__reverse,OB,dp,6,6,6,0.0,0.0,nan,True,101.5,1.0
IM.58557__obverse,OB,free,6,9,18,0.16666666666666666,nan,2.13003663003663,False,81.9,0.33
IM.58557__obverse,OB,comb,6,18,18,0.8333333333333334,nan,2.112942612942613,True,81.9,0.33
IM.58557__obverse,OB,dp,6,18,18,1.0,nan,2.13003663003663,True,81.9,0.33
IM.58574__obverse,OB,free,2,6,4,0.5,nan,nan,False,279.3,0.5
IM.58574__obverse,OB,comb,2,4,4,0.5,nan,nan,True,279.3,0.5
IM.58574__obverse,OB,dp,2,4,4,0.5,nan,nan,True,279.3,0.5
IM.58657__obverse,OB,free,17,5,18,0.058823529411764705,0.2,5.982068062510762,False,67.4,0.94
IM.58657__obverse,OB,comb,17,18,18,0.058823529411764705,0.05555555555555555,0.486774667459564,True,67.4,0.94
IM.58657__obverse,OB,dp,17,18,18,0.11764705882352941,0.1111111111111111,6.161593285062691,True,67.4,0.94
IM.58657__reverse,OB,free,15,4,19,0.06666666666666667,nan,nan,False,69.0,0.79
IM.58657__reverse,OB,comb,15,19,19,0.26666666666666666,nan,nan,True,69.0,0.79
IM.58657__reverse,OB,dp,15,19,19,0.26666666666666666,nan,nan,True,69.0,0.79
IM.58591__obverse,OB,free,7,6,7,0.42857142857142855,0.5,2.3544444602951593,False,271.3,1.0
IM.58591__obverse,OB,comb,7,7,7,0.2857142857142857,0.2857142857142857,0.7015820785916815,True,271.3,1.0
IM.58591__obverse,OB,dp,7,7,7,0.14285714285714285,0.14285714285714285,0.7384416436488139,True,271.3,1.0
IM.58610__obverse,OB,free,15,10,15,0.06666666666666667,0.1,6.0534507508007795,False,100.7,1.0
IM.58610__obverse,OB,comb,15,15,15,0.2,0.2,1.632745872833778,True,100.7,1.0
IM.58610__obverse,OB,dp,15,15,15,0.26666666666666666,0.26666666666666666,3.769438834216867,True,100.7,1.0
IM.58683__obverse,OB,free,5,8,3,0.4,0.25,nan,False,484.5,1.67
IM.58683__obverse,OB,comb,5,3,3,0.2,0.3333333333333333,nan,True,484.5,1.67
IM.58683__obverse,OB,dp,5,3,3,0.2,0.3333333333333333,nan,True,484.5,1.67
IM.58654__obverse,OB,free,10,11,10,0.0,0.0,0.5760779361686392,False,134.5,1.0
IM.58654__obverse,OB,comb,10,10,10,0.0,0.0,0.4967845173629591,True,134.5,1.0
IM.58654__obverse,OB,dp,10,10,10,0.1,0.1,0.2625837738685353,True,134.5,1.0
IM.58654__reverse,OB,free,12,10,12,0.5,0.6,nan,False,113.7,1.0
IM.58654__reverse,OB,comb,12,12,12,0.25,0.25,nan,True,113.7,1.0
IM.58654__reverse,OB,dp,12,12,12,0.25,0.25,nan,True,113.7,1.0
IM.58684__reverse,OB,free,4,7,6,1.0,nan,nan,False,592.6,0.67
IM.58684__reverse,OB,comb,4,6,6,1.0,nan,nan,True,592.6,0.67
IM.58684__reverse,OB,dp,4,6,6,1.0,nan,nan,True,592.6,0.67
IM.58685__obverse,OB,free,6,8,7,0.8333333333333334,nan,1.2048672195317138,False,330.1,0.86
IM.58685__obverse,OB,comb,6,7,7,1.0,nan,1.1942643719097812,True,330.1,0.86
IM.58685__obverse,OB,dp,6,7,7,0.8333333333333334,nan,1.1942643719097812,True,330.1,0.86
IM.58728__obverse,OB,free,2,6,7,0.5,nan,nan,False,136.3,0.29
IM.58728__obverse,OB,comb,2,7,7,0.5,nan,nan,True,136.3,0.29
IM.58728__obverse,OB,dp,2,7,7,1.0,nan,nan,True,136.3,0.29
IM.58964__obverse,OB,free,3,2,,0.3333333333333333,nan,nan,False,101.8,nan
IM.58964__obverse,OB,comb,3,2,,0.3333333333333333,nan,nan,False,101.8,nan
IM.58964__obverse,OB,dp,3,2,,0.3333333333333333,nan,nan,False,101.8,nan
IM.58712__obverse,OB,free,16,17,17,0.0625,0.058823529411764705,2.03332182886178,True,79.4,0.94
IM.58712__obverse,OB,comb,16,17,17,0.0625,0.058823529411764705,2.164304196619967,True,79.4,0.94
IM.58712__obverse,OB,dp,16,17,17,0.0,0.0,1.707125355310143,True,79.4,0.94
IM.58712__reverse,OB,free,12,3,16,0.0,nan,nan,False,78.5,0.75
IM.58712__reverse,OB,comb,12,16,16,0.25,nan,nan,True,78.5,0.75
IM.58712__reverse,OB,dp,12,16,16,0.16666666666666666,nan,nan,True,78.5,0.75
IM.59764__face,OB,free,3,3,,0.3333333333333333,nan,nan,False,239.3,nan
IM.59764__face,OB,comb,3,3,,0.3333333333333333,nan,nan,False,239.3,nan
IM.59764__face,OB,dp,3,3,,0.3333333333333333,nan,nan,False,239.3,nan
IM.67544__face,NA,free,21,2,,0.0,nan,11.476206881172052,False,113.7,nan
IM.67544__face,NA,comb,21,2,,0.0,nan,11.476206881172052,False,113.7,nan
IM.67544__face,NA,dp,21,2,,0.0,nan,11.476206881172052,False,113.7,nan
IM.67571__obverse,NA,free,20,10,,0.45,nan,nan,False,147.0,nan
IM.67571__obverse,NA,comb,20,10,,0.45,nan,nan,False,147.0,nan
IM.67571__obverse,NA,dp,20,10,,0.45,nan,nan,False,147.0,nan
IM.67594__face,NA,free,2,14,,0.5,nan,0.9658031497276597,False,102.8,nan
IM.67594__face,NA,comb,2,14,,0.5,nan,0.9658031497276597,False,102.8,nan
IM.67594__face,NA,dp,2,14,,0.5,nan,0.9658031497276597,False,102.8,nan
IM.58702__obverse,OB,free,10,7,10,0.0,0.0,1.6121303446260091,False,124.0,1.0
IM.58702__obverse,OB,comb,10,10,10,0.1,0.1,1.6524529252711704,True,124.0,1.0
IM.58702__obverse,OB,dp,10,10,10,0.1,0.1,1.6726142155937511,True,124.0,1.0
IM.58702__reverse,OB,free,5,3,5,0.0,0.0,nan,False,155.5,1.0
IM.58702__reverse,OB,comb,5,5,5,0.2,0.2,nan,True,155.5,1.0
IM.58702__reverse,OB,dp,5,5,5,0.0,0.0,nan,True,155.5,1.0
IM.67569__obverse,NA,free,6,5,33,0.0,nan,nan,False,93.8,0.18
IM.67569__obverse,NA,comb,6,33,33,0.3333333333333333,nan,nan,True,93.8,0.18
IM.67569__obverse,NA,dp,6,33,33,0.5,nan,nan,True,93.8,0.18
IM.67569__reverse,NA,free,2,4,30,0.0,nan,nan,False,122.6,0.07
IM.67569__reverse,NA,comb,2,30,30,0.5,nan,nan,True,122.6,0.07
IM.67569__reverse,NA,dp,2,30,30,1.0,nan,nan,True,122.6,0.07
K.10163__face,NA,free,2,10,,1.0,nan,nan,False,79.0,nan
K.10163__face,NA,comb,2,10,,1.0,nan,nan,False,79.0,nan
K.10163__face,NA,dp,2,10,,1.0,nan,nan,False,79.0,nan
IM.67634__obverse,NA,free,6,5,19,0.16666666666666666,nan,nan,False,99.8,0.32
IM.67634__obverse,NA,comb,6,19,19,0.3333333333333333,nan,nan,True,99.8,0.32
IM.67634__obverse,NA,dp,6,19,19,0.16666666666666666,nan,nan,True,99.8,0.32
K.10084__reverse,NA,free,10,5,10,0.5,1.0,0.017709502163965208,False,96.4,1.0
K.10084__reverse,NA,comb,10,10,10,0.8,0.8,0.8951535683754538,True,96.4,1.0
K.10084__reverse,NA,dp,10,10,10,0.8,0.8,0.9159004563422588,True,96.4,1.0
IM.67552__obverse,NA,free,3,12,23,0.6666666666666666,nan,nan,False,150.4,0.13
IM.67552__obverse,NA,comb,3,23,23,0.6666666666666666,nan,nan,True,150.4,0.13
IM.67552__obverse,NA,dp,3,23,23,1.0,nan,nan,True,150.4,0.13
K.10208__face,NA,free,15,8,,0.3333333333333333,nan,3.570238095238095,False,84.0,nan
K.10208__face,NA,comb,15,8,,0.3333333333333333,nan,3.570238095238095,False,84.0,nan
K.10208__face,NA,dp,15,8,,0.3333333333333333,nan,3.570238095238095,False,84.0,nan
K.10211__face,NA,free,16,4,,0.1875,nan,nan,False,65.9,nan
K.10211__face,NA,comb,16,4,,0.1875,nan,nan,False,65.9,nan
K.10211__face,NA,dp,16,4,,0.1875,nan,nan,False,65.9,nan
K.10545__obverse,NA,free,17,4,18,0.23529411764705882,1.0,1.5122762735565736,False,92.7,0.94
K.10545__obverse,NA,comb,17,18,18,0.6470588235294118,0.6111111111111112,1.6732684945124663,True,92.7,0.94
K.10545__obverse,NA,dp,17,18,18,0.7647058823529411,0.7222222222222222,0.3256527568359695,True,92.7,0.94
K.10545__reverse,NA,free,12,10,16,0.8333333333333334,nan,nan,False,135.7,0.75
K.10545__reverse,NA,comb,12,16,16,1.0,nan,nan,True,135.7,0.75
K.10545__reverse,NA,dp,12,16,16,0.9166666666666666,nan,nan,True,135.7,0.75
IM.67602__obverse,NA,free,3,6,33,0.0,nan,nan,False,55.8,0.09
IM.67602__obverse,NA,comb,3,33,33,0.3333333333333333,nan,nan,True,55.8,0.09
IM.67602__obverse,NA,dp,3,33,33,0.3333333333333333,nan,nan,True,55.8,0.09
IM.67632__obverse,NA,free,4,6,118,0.0,nan,nan,False,27.3,0.03
IM.67632__obverse,NA,comb,4,118,118,0.0,nan,nan,True,27.3,0.03
IM.67632__obverse,NA,dp,4,118,118,0.25,nan,nan,True,27.3,0.03
K.10548__reverse,NA,free,3,4,10,0.3333333333333333,nan,nan,False,87.6,0.3
K.10548__reverse,NA,comb,3,10,10,0.6666666666666666,nan,nan,True,87.6,0.3
K.10548__reverse,NA,dp,3,10,10,1.0,nan,nan,True,87.6,0.3
K.105__obverse,NA,free,2,8,17,0.0,nan,nan,False,97.7,0.12
K.105__obverse,NA,comb,2,17,17,1.0,nan,nan,True,97.7,0.12
K.105__obverse,NA,dp,2,17,17,1.0,nan,nan,True,97.7,0.12
IM.67601__obverse,NA,free,2,1,14,0.0,nan,nan,False,231.9,0.14
IM.67601__obverse,NA,comb,2,14,14,1.0,nan,nan,True,231.9,0.14
IM.67601__obverse,NA,dp,2,14,14,1.0,nan,nan,True,231.9,0.14
IM.67601__reverse,NA,free,2,4,16,0.0,nan,nan,False,69.7,0.12
IM.67601__reverse,NA,comb,2,16,16,0.0,nan,nan,True,69.7,0.12
IM.67601__reverse,NA,dp,2,16,16,0.5,nan,nan,True,69.7,0.12
K.11029__face,NA,free,2,1,,0.0,nan,nan,False,65.5,nan
K.11029__face,NA,comb,2,1,,0.0,nan,nan,False,65.5,nan
K.11029__face,NA,dp,2,1,,0.0,nan,nan,False,65.5,nan
K.11261__face,NA,free,2,9,,1.0,nan,nan,False,88.2,nan
K.11261__face,NA,comb,2,9,,1.0,nan,nan,False,88.2,nan
K.11261__face,NA,dp,2,9,,1.0,nan,nan,False,88.2,nan
K.11309__obverse,NA,free,7,4,7,0.5714285714285714,1.0,1.7604323780794366,False,198.9,1.0
K.11309__obverse,NA,comb,7,7,7,0.8571428571428571,0.8571428571428571,0.0007541478129713709,True,198.9,1.0
K.11309__obverse,NA,dp,7,7,7,0.8571428571428571,0.8571428571428571,0.2621920563097034,True,198.9,1.0
K.11373__face,NA,free,5,7,,0.6,nan,0.275497512437811,False,80.4,nan
K.11373__face,NA,comb,5,7,,0.6,nan,0.275497512437811,False,80.4,nan
K.11373__face,NA,dp,5,7,,0.6,nan,0.275497512437811,False,80.4,nan
K.11700__face,NA,free,7,5,,0.42857142857142855,nan,1.5956284153005464,False,91.5,nan
K.11700__face,NA,comb,7,5,,0.42857142857142855,nan,1.5956284153005464,False,91.5,nan
K.11700__face,NA,dp,7,5,,0.42857142857142855,nan,1.5956284153005464,False,91.5,nan
K.11886__obverse,NA,free,2,13,13,0.0,nan,nan,True,64.2,0.15
K.11886__obverse,NA,comb,2,13,13,0.5,nan,nan,True,64.2,0.15
K.11886__obverse,NA,dp,2,13,13,1.0,nan,nan,True,64.2,0.15
K.11947__obverse,NA,free,8,10,22,0.5,nan,3.5224550898203595,False,33.4,0.36
K.11947__obverse,NA,comb,8,22,22,0.75,nan,3.3727544910179645,True,33.4,0.36
K.11947__obverse,NA,dp,8,22,22,0.875,nan,3.3727544910179645,True,33.4,0.36
K.11618__obverse,NA,free,2,2,18,0.0,nan,nan,False,65.0,0.11
K.11618__obverse,NA,comb,2,18,18,0.5,nan,nan,True,65.0,0.11
K.11618__obverse,NA,dp,2,18,18,0.5,nan,nan,True,65.0,0.11
K.11947__reverse,NA,free,6,6,9,1.0,nan,nan,False,119.1,0.67
K.11947__reverse,NA,comb,6,9,9,1.0,nan,nan,True,119.1,0.67
K.11947__reverse,NA,dp,6,9,9,1.0,nan,nan,True,119.1,0.67
K.12000__obverse,NA,free,8,7,8,0.75,0.8571428571428571,2.1137771005177446,False,73.5,1.0
K.12000__obverse,NA,comb,8,8,8,0.75,0.75,2.1137771005177446,True,73.5,1.0
K.12000__obverse,NA,dp,8,8,8,0.75,0.75,2.1137771005177446,True,73.5,1.0
K.12000__reverse,NA,free,6,7,6,1.0,0.8571428571428571,nan,False,128.0,1.0
K.12000__reverse,NA,comb,6,6,6,1.0,1.0,nan,True,128.0,1.0
K.12000__reverse,NA,dp,6,6,6,1.0,1.0,nan,True,128.0,1.0
K.12191__face,NA,free,2,3,,0.0,nan,1.9009665047134925,False,181.5,nan
K.12191__face,NA,comb,2,3,,0.0,nan,1.9009665047134925,False,181.5,nan
K.12191__face,NA,dp,2,3,,0.0,nan,1.9009665047134925,False,181.5,nan
K.12687__face,NA,free,11,10,,0.9090909090909091,nan,0.05446194225721792,False,76.2,nan
K.12687__face,NA,comb,11,10,,0.9090909090909091,nan,0.05446194225721792,False,76.2,nan
K.12687__face,NA,dp,11,10,,0.9090909090909091,nan,0.05446194225721792,False,76.2,nan
K.13355__face,NA,free,8,7,,0.625,nan,nan,False,96.2,nan
K.13355__face,NA,comb,8,7,,0.625,nan,nan,False,96.2,nan
K.13355__face,NA,dp,8,7,,0.625,nan,nan,False,96.2,nan
K.12883__face,NA,free,2,4,,0.5,nan,nan,False,68.0,nan
K.12883__face,NA,comb,2,4,,0.5,nan,nan,False,68.0,nan
K.12883__face,NA,dp,2,4,,0.5,nan,nan,False,68.0,nan
K.12999__face,NA,free,9,7,,0.6666666666666666,nan,1.5547128927410618,False,92.3,nan
K.12999__face,NA,comb,9,7,,0.6666666666666666,nan,1.5547128927410618,False,92.3,nan
K.12999__face,NA,dp,9,7,,0.6666666666666666,nan,1.5547128927410618,False,92.3,nan
K.130__obverse,NA,free,3,8,18,0.3333333333333333,nan,0.8344051446945339,False,62.2,0.17
K.130__obverse,NA,comb,3,18,18,1.0,nan,0.7733118971061091,True,62.2,0.17
K.130__obverse,NA,dp,3,18,18,1.0,nan,0.7733118971061091,True,62.2,0.17
K.1283__obverse,NA,free,24,4,40,0.08333333333333333,nan,7.061085972850679,False,66.3,0.6
K.1283__obverse,NA,comb,24,40,40,0.9583333333333334,nan,0.42760180995475106,True,66.3,0.6
K.1283__obverse,NA,dp,24,40,40,0.9166666666666666,nan,0.9781297134238315,True,66.3,0.6
K.133__reverse,NA,free,2,5,30,0.0,nan,nan,False,35.1,0.07
K.133__reverse,NA,comb,2,30,30,0.5,nan,nan,True,35.1,0.07
K.133__reverse,NA,dp,2,30,30,1.0,nan,nan,True,35.1,0.07
K.13682__face,NA,free,2,3,,0.0,nan,nan,False,96.2,nan
K.13682__face,NA,comb,2,3,,0.0,nan,nan,False,96.2,nan
K.13682__face,NA,dp,2,3,,0.0,nan,nan,False,96.2,nan
K.13731__face,NA,free,16,11,,0.6875,nan,1.6244862331012553,False,65.9,nan
K.13731__face,NA,comb,16,11,,0.6875,nan,1.6244862331012553,False,65.9,nan
K.13731__face,NA,dp,16,11,,0.6875,nan,1.6244862331012553,False,65.9,nan
K.13887__face,NA,free,10,5,,0.3,nan,4.998730964467005,False,78.8,nan
K.13887__face,NA,comb,10,5,,0.3,nan,4.998730964467005,False,78.8,nan
K.13887__face,NA,dp,10,5,,0.3,nan,4.998730964467005,False,78.8,nan
K.137__obverse,NA,free,2,10,37,0.0,nan,nan,False,24.5,0.05
K.137__obverse,NA,comb,2,37,37,0.0,nan,nan,True,24.5,0.05
K.137__obverse,NA,dp,2,37,37,0.5,nan,nan,True,24.5,0.05
K.138__reverse,NA,free,8,5,45,0.125,nan,nan,False,50.0,0.18
K.138__reverse,NA,comb,8,45,45,0.75,nan,nan,True,50.0,0.18
K.138__reverse,NA,dp,8,45,45,1.0,nan,nan,True,50.0,0.18
K.13839__obverse,NA,free,2,6,7,0.5,nan,nan,False,58.0,0.29
K.13839__obverse,NA,comb,2,7,7,0.5,nan,nan,True,58.0,0.29
K.13839__obverse,NA,dp,2,7,7,0.5,nan,nan,True,58.0,0.29
K.13738__face,NA,free,2,12,,1.0,nan,nan,False,61.0,nan
K.13738__face,NA,comb,2,12,,1.0,nan,nan,False,61.0,nan
K.13738__face,NA,dp,2,12,,1.0,nan,nan,False,61.0,nan
K.138__obverse,NA,free,9,10,45,0.1111111111111111,nan,nan,False,43.2,0.2
K.138__obverse,NA,comb,9,45,45,1.0,nan,nan,True,43.2,0.2
K.138__obverse,NA,dp,9,45,45,0.8888888888888888,nan,nan,True,43.2,0.2
K.14457__face,NA,free,2,6,,1.0,nan,2.342658787699288,False,59.7,nan
K.14457__face,NA,comb,2,6,,1.0,nan,2.342658787699288,False,59.7,nan
K.14457__face,NA,dp,2,6,,1.0,nan,2.342658787699288,False,59.7,nan
K.14481__face,NA,free,7,7,,0.7142857142857143,nan,0.21265560165975103,False,96.4,nan
K.14481__face,NA,comb,7,7,,0.7142857142857143,nan,0.21265560165975103,False,96.4,nan
K.14481__face,NA,dp,7,7,,0.7142857142857143,nan,0.21265560165975103,False,96.4,nan
K.14522__face,NA,free,2,4,,1.0,nan,0.8243931051679954,False,101.9,nan
K.14522__face,NA,comb,2,4,,1.0,nan,0.8243931051679954,False,101.9,nan
K.14522__face,NA,dp,2,4,,1.0,nan,0.8243931051679954,False,101.9,nan
K.1401.A__obverse,NA,free,2,5,41,0.0,nan,2.280854430379747,False,63.2,0.05
K.1401.A__obverse,NA,comb,2,41,41,1.0,nan,1.505537974683544,True,63.2,0.05
K.1401.A__obverse,NA,dp,2,41,41,0.5,nan,0.9564873417721521,True,63.2,0.05
K.14854__face,NA,free,3,3,,0.6666666666666666,nan,nan,False,211.4,nan
K.14854__face,NA,comb,3,3,,0.6666666666666666,nan,nan,False,211.4,nan
K.14854__face,NA,dp,3,3,,0.6666666666666666,nan,nan,False,211.4,nan
K.15239__face,NA,free,2,6,,1.0,nan,nan,False,75.4,nan
K.15239__face,NA,comb,2,6,,1.0,nan,nan,False,75.4,nan
K.15239__face,NA,dp,2,6,,1.0,nan,nan,False,75.4,nan
K.1562__obverse,NA,free,3,15,16,0.6666666666666666,nan,4.2345582486317435,False,127.9,0.19
K.1562__obverse,NA,comb,3,16,16,0.6666666666666666,nan,4.242376856919468,True,127.9,0.19
K.1562__obverse,NA,dp,3,16,16,0.6666666666666666,nan,4.242376856919468,True,127.9,0.19
K.15__obverse,NA,free,2,7,5,1.0,nan,nan,False,151.0,0.4
K.15__obverse,NA,comb,2,5,5,1.0,nan,nan,True,151.0,0.4
K.15__obverse,NA,dp,2,5,5,1.0,nan,nan,True,151.0,0.4
K.16446__face,NA,free,6,8,,0.8333333333333334,nan,0.6474597273853779,False,80.7,nan
K.16446__face,NA,comb,6,8,,0.8333333333333334,nan,0.6474597273853779,False,80.7,nan
K.16446__face,NA,dp,6,8,,0.8333333333333334,nan,0.6474597273853779,False,80.7,nan
K.1562__reverse,NA,free,2,11,10,1.0,nan,nan,False,82.8,0.2
K.1562__reverse,NA,comb,2,10,10,1.0,nan,nan,True,82.8,0.2
K.1562__reverse,NA,dp,2,10,10,1.0,nan,nan,True,82.8,0.2
K.158__reverse,NA,free,4,8,33,0.25,nan,nan,False,63.0,0.12
K.158__reverse,NA,comb,4,33,33,0.5,nan,nan,True,63.0,0.12
K.158__reverse,NA,dp,4,33,33,0.5,nan,nan,True,63.0,0.12
K.15827__reverse,NA,free,4,3,4,0.5,0.6666666666666666,1.7879481311975591,False,131.1,1.0
K.15827__reverse,NA,comb,4,4,4,0.75,0.75,0.9336384439359269,True,131.1,1.0
K.15827__reverse,NA,dp,4,4,4,0.75,0.75,0.7963386727688788,True,131.1,1.0
K.16002__face,NA,free,7,4,,0.2857142857142857,nan,0.8064531145725456,False,90.8,nan
K.16002__face,NA,comb,7,4,,0.2857142857142857,nan,0.8064531145725456,False,90.8,nan
K.16002__face,NA,dp,7,4,,0.2857142857142857,nan,0.8064531145725456,False,90.8,nan
K.17227__face,NA,free,2,10,,0.5,nan,nan,False,81.1,nan
K.17227__face,NA,comb,2,10,,0.5,nan,nan,False,81.1,nan
K.17227__face,NA,dp,2,10,,0.5,nan,nan,False,81.1,nan
K.17255__face,NA,free,3,7,,0.6666666666666666,nan,nan,False,63.5,nan
K.17255__face,NA,comb,3,7,,0.6666666666666666,nan,nan,False,63.5,nan
K.17255__face,NA,dp,3,7,,0.6666666666666666,nan,nan,False,63.5,nan
K.171__reverse,NA,free,3,4,48,0.0,nan,nan,False,41.3,0.06
K.171__reverse,NA,comb,3,48,48,0.6666666666666666,nan,nan,True,41.3,0.06
K.171__reverse,NA,dp,3,48,48,0.3333333333333333,nan,nan,True,41.3,0.06
K.17666__face,NA,free,4,5,,0.75,nan,0.6203501094091903,False,91.4,nan
K.17666__face,NA,comb,4,5,,0.75,nan,0.6203501094091903,False,91.4,nan
K.17666__face,NA,dp,4,5,,0.75,nan,0.6203501094091903,False,91.4,nan
K.17674__face,NA,free,6,4,,0.3333333333333333,nan,1.5491021935606781,False,77.4,nan
K.17674__face,NA,comb,6,4,,0.3333333333333333,nan,1.5491021935606781,False,77.4,nan
K.17674__face,NA,dp,6,4,,0.3333333333333333,nan,1.5491021935606781,False,77.4,nan
K.15190__obverse,NA,free,2,4,30,0.5,nan,nan,False,69.9,0.07
K.15190__obverse,NA,comb,2,30,30,0.5,nan,nan,True,69.9,0.07
K.15190__obverse,NA,dp,2,30,30,1.0,nan,nan,True,69.9,0.07
K.15190__reverse,NA,free,7,4,32,0.0,nan,5.408310505847357,False,75.0,0.22
K.15190__reverse,NA,comb,7,32,32,0.8571428571428571,nan,1.1276894941526427,True,75.0,0.22
K.15190__reverse,NA,dp,7,32,32,0.7142857142857143,nan,0.790977172514024,True,75.0,0.22
K.17677__face,NA,free,7,3,,0.14285714285714285,nan,1.3647058823529412,False,85.0,nan
K.17677__face,NA,comb,7,3,,0.14285714285714285,nan,1.3647058823529412,False,85.0,nan
K.17677__face,NA,dp,7,3,,0.14285714285714285,nan,1.3647058823529412,False,85.0,nan
K.17912__face,NA,free,2,5,,0.5,nan,nan,False,75.8,nan
K.17912__face,NA,comb,2,5,,0.5,nan,nan,False,75.8,nan
K.17912__face,NA,dp,2,5,,0.5,nan,nan,False,75.8,nan
K.16902__face,NA,free,2,6,,0.0,nan,nan,False,67.3,nan
K.16902__face,NA,comb,2,6,,0.0,nan,nan,False,67.3,nan
K.16902__face,NA,dp,2,6,,0.0,nan,nan,False,67.3,nan
K.171__obverse,NA,free,7,3,50,0.0,nan,nan,False,29.8,0.14
K.171__obverse,NA,comb,7,50,50,0.5714285714285714,nan,nan,True,29.8,0.14
K.171__obverse,NA,dp,7,50,50,0.42857142857142855,nan,nan,True,29.8,0.14
K.19006__face,NA,free,3,4,,1.0,nan,0.11532302578716261,False,85.5,nan
K.19006__face,NA,comb,3,4,,1.0,nan,0.11532302578716261,False,85.5,nan
K.19006__face,NA,dp,3,4,,1.0,nan,0.11532302578716261,False,85.5,nan
K.19118__face,NA,free,6,8,,0.6666666666666666,nan,nan,False,69.1,nan
K.19118__face,NA,comb,6,8,,0.6666666666666666,nan,nan,False,69.1,nan
K.19118__face,NA,dp,6,8,,0.6666666666666666,nan,nan,False,69.1,nan
K.19000__face,NA,free,5,4,,0.6,nan,1.6940476190476192,False,84.0,nan
K.19000__face,NA,comb,5,4,,0.6,nan,1.6940476190476192,False,84.0,nan
K.19000__face,NA,dp,5,4,,0.6,nan,1.6940476190476192,False,84.0,nan
K.19001__face,NA,free,3,5,,0.3333333333333333,nan,nan,False,55.6,nan
K.19001__face,NA,comb,3,5,,0.3333333333333333,nan,nan,False,55.6,nan
K.19001__face,NA,dp,3,5,,0.3333333333333333,nan,nan,False,55.6,nan
K.1812__obverse,NA,free,2,4,,0.0,nan,nan,False,86.5,nan
K.1812__obverse,NA,comb,2,4,,0.0,nan,nan,False,86.5,nan
K.1812__obverse,NA,dp,2,4,,0.0,nan,nan,False,86.5,nan
K.18177__face,NA,free,3,4,,0.0,nan,nan,False,66.0,nan
K.18177__face,NA,comb,3,4,,0.0,nan,nan,False,66.0,nan
K.18177__face,NA,dp,3,4,,0.0,nan,nan,False,66.0,nan
K.1808__obverse,NA,free,43,1,24,0.023255813953488372,1.0,2.304900181488203,False,55.1,1.79
K.1808__obverse,NA,comb,43,24,24,0.37209302325581395,0.6666666666666666,1.413793103448276,True,55.1,1.79
K.1808__obverse,NA,dp,43,24,24,0.37209302325581395,0.6666666666666666,1.4228675136116153,True,55.1,1.79
K.1808__reverse,NA,free,19,3,19,0.05263157894736842,0.3333333333333333,6.2148322003275,False,68.0,1.0
K.1808__reverse,NA,comb,19,19,19,0.631578947368421,0.631578947368421,2.3454619173195606,True,68.0,1.0
K.1808__reverse,NA,dp,19,19,19,0.7894736842105263,0.7894736842105263,0.8469325055548547,True,68.0,1.0
K.1832__reverse,NA,free,4,3,46,0.25,nan,nan,False,57.3,0.09
K.1832__reverse,NA,comb,4,46,46,0.75,nan,nan,True,57.3,0.09
K.1832__reverse,NA,dp,4,46,46,0.75,nan,nan,True,57.3,0.09
K.18874__face,NA,free,5,3,,0.6,nan,0.14369361229868327,False,103.1,nan
K.18874__face,NA,comb,5,3,,0.6,nan,0.14369361229868327,False,103.1,nan
K.18874__face,NA,dp,5,3,,0.6,nan,0.14369361229868327,False,103.1,nan
K.19403__face,NA,free,2,5,,0.5,nan,3.75794648102116,False,42.6,nan
K.19403__face,NA,comb,2,5,,0.5,nan,3.75794648102116,False,42.6,nan
K.19403__face,NA,dp,2,5,,0.5,nan,3.75794648102116,False,42.6,nan
K.193__reverse,NA,free,2,1,35,0.0,nan,nan,False,66.9,0.06
K.193__reverse,NA,comb,2,35,35,0.5,nan,nan,True,66.9,0.06
K.193__reverse,NA,dp,2,35,35,0.5,nan,nan,True,66.9,0.06
K.20256__face,NA,free,6,6,,1.0,nan,0.2656138550774318,False,98.6,nan
K.20256__face,NA,comb,6,6,,1.0,nan,0.2656138550774318,False,98.6,nan
K.20256__face,NA,dp,6,6,,1.0,nan,0.2656138550774318,False,98.6,nan
K.20382__face,NA,free,2,8,,0.5,nan,nan,False,74.1,nan
