face,method,split,n_truth,n_pred,recall,precision,first_err,count_ok,px_per_line
P361171_reverse,comb,test,16,19,0.875,0.7368421052631579,0.6185286103542228,False,73.40000000000009
P361171_reverse,det_n,test,16,19,0.25,0.21052631578947367,0.36846253760266223,False,73.40000000000009
P361171_reverse,det,test,16,12,0.1875,0.25,0.36846253760266223,False,73.40000000000009
P361178_obverse,dp,tune,6,6,1.0,1.0,0.0,True,103.0
P361178_obverse,comb,tune,6,6,1.0,1.0,0.038834951456310676,True,103.0
P361178_obverse,det_n,tune,6,6,0.16666666666666666,0.16666666666666666,2.6009708737864075,True,103.0
P361178_obverse,det,tune,6,3,0.16666666666666666,0.3333333333333333,2.6009708737864075,False,103.0
P361193_obverse,dp,test,9,8,0.8888888888888888,1.0,0.971830985915493,False,142.0
P361193_obverse,comb,test,9,8,0.7777777777777778,0.875,1.0422535211267605,False,142.0
P361193_obverse,det_n,test,9,8,0.6666666666666666,0.75,0.6332806512284247,False,142.0
P361193_obverse,det,test,9,6,0.4444444444444444,0.6666666666666666,0.6332806512284247,False,142.0
P361609_obverse,dp,test,9,17,1.0,0.5294117647058824,0.2724252491694353,False,105.34999999999997
P361609_obverse,comb,test,9,17,1.0,0.5294117647058824,0.3388704318936878,False,105.34999999999997
P361609_obverse,det_n,test,9,17,0.1111111111111111,0.058823529411764705,0.5805453530733486,False,105.34999999999997
P361609_obverse,det,test,9,7,0.1111111111111111,0.14285714285714285,1.082603076222371,False,105.34999999999997
P361610_obverse,dp,tune,13,13,0.9230769230769231,0.9230769230769231,0.9280910501810647,True,96.65000000000009
P361610_obverse,comb,tune,13,13,0.7692307692307693,0.7692307692307693,2.617692705638901,True,96.65000000000009
P361610_obverse,det_n,tune,13,13,0.6923076923076923,0.6923076923076923,2.3962199579430488,True,96.65000000000009
P361610_obverse,det,tune,13,10,0.5384615384615384,0.7,2.3962199579430488,False,96.65000000000009
P390559_obverse,dp,test,10,11,0.9,0.8181818181818182,0.0,False,54.0
P390559_obverse,comb,test,10,11,0.9,0.8181818181818182,0.037037037037037035,False,54.0
P390559_obverse,det_n,test,10,11,0.3,0.2727272727272727,2.199581744987473,False,54.0
P390559_obverse,det,test,10,3,0.1,0.3333333333333333,2.199581744987473,False,54.0
P390564_obverse,dp,tune,17,32,0.9411764705882353,0.5,0.3076923076923077,False,52.0
P390564_obverse,comb,tune,17,32,0.9411764705882353,0.5,0.25,False,52.0
P390564_obverse,det_n,tune,17,32,0.5294117647058824,0.28125,1.7087723961275172,False,52.0
P390564_obverse,det,tune,17,11,0.5294117647058824,0.8181818181818182,1.7087723961275172,False,52.0
P393106_obverse,dp,tune,8,9,1.0,0.8888888888888888,0.6029411764705882,False,68.0
P393106_obverse,comb,tune,8,9,1.0,0.8888888888888888,0.5735294117647058,False,68.0
P393106_obverse,det_n,tune,8,9,0.125,0.1111111111111111,0.4735474187329533,False,68.0
P393106_obverse,det,tune,8,7,0.125,0.14285714285714285,0.4735474187329533,False,68.0
P405519_reverse,dp,tune,5,5,0.6,0.6,0.1875,True,32.0
P405519_reverse,comb,tune,5,5,0.6,0.6,0.21875,True,32.0
P405519_reverse,det_n,tune,5,5,0.2,0.2,1.6762403646284074,True,32.0
P405519_reverse,det,tune,5,3,0.2,0.3333333333333333,1.6762403646284074,False,32.0
