face,side,n_lines,atf_lines,count_diff,agreement,proximity,n_boxes,spacing_cv,confidence
P357631_reverse,reverse,9,9,0,0.444,0.217,46,0.027,0.545
P359322_obverse,obverse,10,10,0,0.3,0.389,36,0.055,0.545
P359949_reverse,reverse,17,17,0,0.118,0.545,11,0.029,0.545
P361116_reverse,reverse,13,13,0,0.308,0.385,39,0.056,0.545
P361302_reverse,reverse,14,14,0,0.357,0.32,100,0.041,0.545
P333897_reverse,reverse,6,6,0,0.333,0.348,23,0.043,0.546
P357480_reverse,reverse,11,,,0.455,0.565,23,0.382,0.546
P357603_obverse,obverse,10,10,0,0.4,0.263,19,0.025,0.546
P358558_obverse,obverse,14,14,0,0.357,0.325,77,0.044,0.546
P358558_reverse,reverse,14,14,0,0.429,0.242,62,0.032,0.546
P358566_obverse,obverse,17,17,0,0.294,0.384,99,0.04,0.546
P359076_reverse,reverse,22,22,0,0.364,0.3,100,0.026,0.546
P260347_reverse,reverse,10,10,0,0.5,0.167,48,0.024,0.547
P273589_obverse,obverse,58,58,0,0.31,0.37,100,0.039,0.547
P357596_reverse,reverse,14,14,0,0.286,0.4,10,0.045,0.547
P357949_obverse,obverse,6,6,0,0.333,0.333,9,0.026,0.547
P359216_obverse,obverse,7,7,0,0.429,0.25,12,0.037,0.547
P359317_reverse,reverse,13,13,0,0.154,,2,0.06,0.547
P260379_obverse,obverse,15,15,0,0.467,0.22,50,0.042,0.548
P358187_left,left,2,2,0,0.5,0.143,7,0.0,0.548
P361178_obverse,obverse,6,6,0,0.167,,3,0.07,0.548
P361701_left,left,2,2,0,0.5,0.143,14,0.0,0.548
P387679_reverse,reverse,21,21,0,0.476,0.21,81,0.042,0.548
P359374_obverse,obverse,6,6,0,0.167,0.5,6,0.019,0.549
P361106_reverse,reverse,10,10,0,0.4,0.323,31,0.074,0.549
P260349_reverse,reverse,8,,,0.375,0.52,25,0.245,0.55
P261864_obverse,obverse,7,7,0,0.286,0.4,5,0.035,0.55
P333915_obverse,obverse,19,19,0,0.368,0.326,46,0.045,0.55
P333923_obverse,obverse,14,14,0,0.286,0.433,67,0.067,0.55
P358217_obverse,obverse,20,20,0,0.2,0.5,16,0.049,0.55
P358517_obverse,obverse,13,13,0,0.385,0.303,76,0.037,0.55
P358719_left,left,5,5,0,0.4,0.263,19,0.014,0.55
P359098_reverse,reverse,14,14,0,0.143,,3,0.043,0.55
P359179_reverse,reverse,7,7,0,0.429,0.259,27,0.038,0.55
P388422_obverse,obverse,10,,,0.5,0.407,27,0.256,0.55
P357437_obverse,obverse,15,15,0,0.333,0.344,32,0.024,0.551
P357903_reverse,reverse,11,11,0,0.091,0.6,5,0.038,0.551
P358194_reverse,reverse,14,14,0,0.357,0.314,35,0.019,0.551
P358265_reverse,reverse,5,5,0,0.2,0.5,8,0.047,0.551
P359158_obverse,obverse,11,11,0,0.364,0.325,40,0.035,0.551
P359284_obverse,obverse,13,13,0,0.385,0.323,31,0.054,0.551
P359337_obverse,obverse,8,8,0,0.125,,3,0.023,0.551
P389620_reverse,reverse,6,,,,,0,0.449,0.551
P358246_obverse,obverse,10,10,0,0.4,0.293,41,0.036,0.552
P358280_obverse,obverse,31,31,0,0.226,0.462,26,0.032,0.552
P358933_obverse,obverse,7,,,0.286,0.636,22,0.267,0.552
P390573_reverse,reverse,10,10,0,0.5,0.212,52,0.055,0.552
P357693_reverse,reverse,17,17,0,0.294,0.409,22,0.044,0.553
P358458_reverse,reverse,5,,,,,1,0.447,0.553
P358466_reverse,reverse,10,10,0,0.3,0.414,29,0.055,0.553
P358506_obverse,obverse,17,17,0,0.176,0.514,37,0.032,0.553
P359133_obverse,obverse,12,12,0,0.333,0.359,39,0.034,0.553
P359974_obverse,obverse,16,16,0,0.25,0.438,16,0.028,0.553
P361172_obverse,obverse,7,7,0,0.429,0.25,12,0.018,0.553
P333919_reverse,reverse,8,,,,,0,0.446,0.554
P333941_reverse,reverse,8,8,0,0.5,0.2,15,0.037,0.554
P357337_left,left,4,4,0,0.5,0.2,10,0.038,0.554
P357509_obverse,obverse,10,10,0,0.4,0.346,26,0.083,0.554
P357582_obverse,obverse,15,15,0,0.4,0.322,87,0.059,0.554
P357911_obverse,obverse,8,8,0,0.5,0.2,20,0.037,0.554
P357937_obverse,obverse,6,,,,,0,0.446,0.554
P358495_obverse,obverse,16,16,0,0.312,0.384,99,0.033,0.554
P359145_obverse,obverse,12,12,0,0.417,0.265,49,0.021,0.554
P359152_obverse,obverse,8,8,0,0.375,0.324,37,0.037,0.554
P359356_obverse,obverse,8,8,0,0.125,,2,0.017,0.554
P389663_reverse,reverse,5,,,0.6,0.571,14,0.509,0.554
P357477_obverse,obverse,11,,,0.364,0.6,10,0.3,0.555
P357523_obverse,obverse,27,27,0,0.259,0.449,49,0.045,0.555
P357582_reverse,reverse,15,15,0,0.333,0.387,62,0.054,0.555
P357677_obverse,obverse,11,11,0,0.364,0.383,60,0.082,0.555
P357796_reverse,reverse,10,10,0,0.3,0.4,15,0.035,0.555
P358208_reverse,reverse,21,21,0,0.333,0.36,100,0.028,0.555
P359085_reverse,reverse,11,11,0,0.364,0.333,42,0.032,0.555
P359285_obverse,obverse,11,11,0,0.364,0.342,38,0.041,0.555
P359392_left,left,3,3,0,0.333,0.353,17,0.022,0.555
P389591_obverse,obverse,8,,,0.75,0.375,16,0.459,0.555
P389670_reverse,reverse,10,,,0.4,0.4,10,0.134,0.555
P260368_reverse,reverse,7,,,,,0,0.444,0.556
P261860_obverse,obverse,16,16,0,0.25,0.462,13,0.042,0.556
P333882_obverse,obverse,20,20,0,0.45,0.29,100,0.072,0.556
P333931_left,left,3,3,0,0.667,0.0,6,0.0,0.556
P357795_left,left,2,2,0,0.5,0.167,6,0.0,0.556
P358321_reverse,reverse,12,12,0,0.5,0.222,54,0.054,0.556
P358538_left,left,2,2,0,0.5,0.167,6,0.0,0.556
P359321_reverse,reverse,11,11,0,0.364,0.365,52,0.06,0.556
P361695_reverse,reverse,16,16,0,0.438,0.269,52,0.039,0.556
P260353_reverse,reverse,6,,,0.333,0.5,10,0.162,0.557
P260364_reverse,reverse,19,19,0,0.316,0.38,100,0.025,0.557
P260380_reverse,reverse,8,,,0.5,0.5,8,0.329,0.557
P357635_reverse,reverse,14,14,0,0.429,0.359,64,0.117,0.557
P358219_left,left,5,5,0,0.6,0.095,42,0.024,0.557
P359302_obverse,obverse,10,10,0,0.3,0.391,23,0.021,0.557
P361035_reverse,reverse,16,16,0,0.375,0.333,27,0.038,0.557
P361156_obverse,obverse,7,7,0,0.143,,2,0.029,0.557
P357588_left,left,3,3,0,0.333,0.385,13,0.043,0.558
P357634_reverse,reverse,18,18,0,0.333,0.368,87,0.028,0.558
P357839_reverse,reverse,13,13,0,0.385,0.357,42,0.068,0.558
P358210_reverse,reverse,14,14,0,0.286,0.431,51,0.043,0.558
P358323_obverse,obverse,9,9,0,0.333,0.385,13,0.045,0.558
P359304_obverse,obverse,12,12,0,0.333,0.371,35,0.031,0.558
P389581_obverse,obverse,6,,,0.667,0.5,24,0.493,0.558
P390567_reverse,reverse,9,9,0,0.333,0.367,30,0.027,0.558
P250555_obverse,obverse,8,,,0.5,0.289,45,0.113,0.559
P357343_obverse,obverse,9,9,0,0.333,0.4,15,0.056,0.559
P357581_reverse,reverse,16,16,0,0.375,0.379,87,0.076,0.559
P359046_obverse,obverse,14,14,0,0.357,0.346,26,0.026,0.559
P359282_obverse,obverse,15,15,0,0.333,0.39,77,0.045,0.559
P359936_obverse,obverse,22,22,0,0.182,0.529,17,0.034,0.559
P359954_left,left,4,4,0,0.25,0.444,18,0.018,0.559
P389635_obverse,obverse,7,,,0.571,0.176,17,0.071,0.559
P389667_obverse,obverse,5,,,0.4,0.533,15,0.257,0.559
P357417_reverse,reverse,12,12,0,0.333,0.408,49,0.06,0.56
P357638_left,left,5,5,0,0.4,0.306,36,0.025,0.56
P357675_reverse,reverse,6,6,0,0.5,0.208,24,0.028,0.56
P357938_obverse,obverse,9,,,0.667,0.32,25,0.305,0.56
P357972_obverse,obverse,9,9,0,0.222,0.5,6,0.042,0.56
P359062_obverse,obverse,20,20,0,0.4,0.314,35,0.035,0.56
P359261_obverse,obverse,7,7,0,0.143,,2,0.023,0.56
P359273_obverse,obverse,18,18,0,0.389,0.325,80,0.034,0.56
P359379_reverse,reverse,14,14,0,0.429,0.273,66,0.021,0.56
P361043_reverse,reverse,19,19,0,0.211,0.5,18,0.03,0.56
P361059_reverse,reverse,14,14,0,0.357,0.39,41,0.067,0.56
P389582_obverse,obverse,16,,,0.312,0.44,100,0.073,0.56
P389662_obverse,obverse,3,,,0.667,0.571,14,0.558,0.56
P357650_obverse,obverse,19,19,0,0.421,0.305,59,0.045,0.561
P357740_reverse,reverse,4,4,0,0.5,0.235,17,0.053,0.561
P358224_reverse,reverse,31,31,0,0.452,0.29,100,0.059,0.561
P359182_obverse,obverse,18,18,0,0.222,0.512,41,0.051,0.561
P359260_obverse,obverse,11,11,0,0.364,0.353,34,0.035,0.561
P359943_reverse,reverse,12,12,0,0.25,0.471,17,0.038,0.561
P361125_obverse,obverse,15,15,0,0.6,0.125,24,0.043,0.561
P361176_obverse,obverse,7,7,0,0.143,,3,0.021,0.561
P389543_obverse,obverse,12,,,0.25,0.533,15,0.099,0.561
P357607_reverse,reverse,13,13,0,0.308,0.4,40,0.022,0.562
P357726_obverse,obverse,10,10,0,0.4,0.351,37,0.067,0.562
P358190_reverse,reverse,12,12,0,0.417,0.333,15,0.063,0.562
P359104_obverse,obverse,15,15,0,0.133,0.6,5,0.048,0.562
P361170_reverse,reverse,7,,,0.429,0.636,11,0.379,0.562
P389556_obverse,obverse,10,,,0.6,0.27,37,0.183,0.562
P389668_obverse,obverse,7,,,0.714,0.36,25,0.387,0.562
P260359_reverse,reverse,5,,,0.2,0.556,9,0.067,0.563
P357442_reverse,reverse,17,17,0,0.176,,3,0.05,0.563
P357593_reverse,reverse,16,16,0,0.438,0.311,61,0.061,0.563
P358274_obverse,obverse,7,7,0,0.143,,4,0.017,0.563
P359149_reverse,reverse,7,7,0,0.286,0.444,36,0.042,0.563
P389675_obverse,obverse,8,,,0.5,0.292,24,0.102,0.563
P357355_obverse,obverse,28,28,0,0.321,0.41,100,0.039,0.564
P357613_obverse,obverse,12,12,0,0.25,0.514,37,0.071,0.564
P358188_obverse,obverse,13,13,0,0.462,0.333,42,0.104,0.564
P359102_reverse,reverse,12,12,0,0.583,0.155,58,0.047,0.564
P359106_obverse,obverse,10,10,0,0.3,0.417,36,0.023,0.564
P359129_reverse,reverse,15,15,0,0.333,0.377,61,0.017,0.564
P359345_reverse,reverse,7,7,0,0.714,0.0,14,0.022,0.564
P260367_obverse,obverse,19,19,0,0.211,0.517,29,0.032,0.565
P357613_reverse,reverse,13,13,0,0.385,0.35,40,0.038,0.565
P357679_obverse,obverse,17,17,0,0.353,0.392,79,0.051,0.565
P357768_reverse,reverse,12,12,0,0.5,0.244,78,0.049,0.565
P357798_obverse,obverse,10,10,0,0.4,0.375,16,0.081,0.565
P358229_reverse,reverse,9,,,,,0,0.435,0.565
P358278_obverse,obverse,8,8,0,0.25,0.526,19,0.082,0.565
P359969_obverse,obverse,10,10,0,0.4,0.324,34,0.03,0.565
P390558_reverse,reverse,14,14,0,0.429,0.333,66,0.066,0.565
P390566_obverse,obverse,17,17,0,0.353,0.421,19,0.078,0.565
P357668_reverse,reverse,12,12,0,0.417,0.333,48,0.051,0.566
P359174_obverse,obverse,12,12,0,0.417,0.303,66,0.021,0.566
P359324_reverse,reverse,11,11,0,0.273,0.467,15,0.042,0.566
P389552_reverse,reverse,11,,,0.273,0.625,16,0.199,0.566
P357382_left,left,2,2,0,0.5,0.2,5,0.0,0.567
P357383_obverse,obverse,20,20,0,0.45,0.31,100,0.058,0.567
P357584_left,left,3,3,0,0.333,0.385,13,0.018,0.567
P357636_left,left,2,2,0,0.5,0.2,5,0.0,0.567
P357645_left,left,2,2,0,0.5,0.2,5,0.0,0.567
P357748_obverse,obverse,11,11,0,0.273,0.467,15,0.039,0.567
P359967_obverse,obverse,10,10,0,0.3,0.45,40,0.05,0.567
P393103_reverse,reverse,8,8,0,0.5,0.222,9,0.021,0.567
P357524_obverse,obverse,10,10,0,0.4,0.379,29,0.077,0.568
P357552_reverse,reverse,5,5,0,0.6,0.115,26,0.012,0.568
P358225_reverse,reverse,11,11,0,0.273,0.5,16,0.07,0.568
P358412_obverse,obverse,11,11,0,0.364,0.356,59,0.017,0.568
P357897_obverse,obverse,12,12,0,0.417,0.318,44,0.027,0.569
P358233_obverse,obverse,25,25,0,0.56,0.217,23,0.07,0.569
P359344_obverse,obverse,10,10,0,0.5,0.231,13,0.025,0.569
P361150_reverse,reverse,7,7,0,0.429,0.3,10,0.022,0.569
P388417_reverse,reverse,6,,,,,1,0.431,0.569
P389626_reverse,reverse,6,,,0.5,0.538,13,0.332,0.569
P260380_obverse,obverse,7,,,0.429,,4,0.288,0.57
P357521_reverse,reverse,11,11,0,0.364,0.391,46,0.046,0.57
P357671_obverse,obverse,18,18,0,0.444,0.311,61,0.047,0.57
P357762_reverse,reverse,10,10,0,0.5,0.267,45,0.055,0.57
P358999_reverse,reverse,14,14,0,0.429,0.31,58,0.028,0.57
P359239_reverse,reverse,15,15,0,0.6,0.17,53,0.06,0.57
P332204_reverse,reverse,8,8,0,0.375,0.357,14,0.019,0.571
P357608_left,left,3,3,0,0.333,0.389,18,0.011,0.571
P358243_obverse,obverse,8,8,0,0.5,0.286,21,0.073,0.571
P358253_obverse,obverse,17,17,0,0.412,0.373,67,0.071,0.571
P359098_obverse,obverse,14,14,0,0.143,0.6,5,0.031,0.571
P359162_reverse,reverse,11,11,0,0.364,0.368,19,0.018,0.571
P359226_obverse,obverse,6,6,0,0.5,0.25,16,0.036,0.571
P361140_reverse,reverse,10,10,0,0.3,0.438,16,0.026,0.571
P250573_reverse,reverse,9,,,0.667,0.387,31,0.339,0.572
P333923_reverse,reverse,17,17,0,0.353,0.431,72,0.067,0.572
P357442_obverse,obverse,13,13,0,0.462,0.294,17,0.04,0.572
P357517_obverse,obverse,12,12,0,0.417,0.354,48,0.053,0.572
P357681_reverse,reverse,11,11,0,0.455,0.339,56,0.078,0.572
P357932_obverse,obverse,14,14,0,0.143,0.6,5,0.026,0.572
P357960_obverse,obverse,20,20,0,0.35,0.4,20,0.035,0.572
P358710_reverse,reverse,10,10,0,0.3,0.44,25,0.025,0.572
P361104_obverse,obverse,14,14,0,0.429,0.357,56,0.069,0.572
P389544_reverse,reverse,9,,,0.556,0.455,11,0.295,0.572
P250570_obverse,obverse,6,,,0.333,0.519,27,0.133,0.573
P333929_reverse,reverse,5,5,0,0.4,0.375,16,0.056,0.573
P357566_obverse,obverse,13,13,0,0.538,0.239,71,0.057,0.573
P358044_reverse,reverse,11,11,0,0.364,0.407,27,0.052,0.573
P359241_obverse,obverse,12,12,0,0.167,,2,0.021,0.573
P360849_obverse,obverse,9,9,0,0.556,0.2,35,0.036,0.573
P361091_reverse,reverse,13,13,0,0.385,0.4,50,0.066,0.573
P389642_obverse,obverse,5,,,0.6,0.182,11,0.061,0.573
P390565_reverse,reverse,10,10,0,0.5,0.333,21,0.115,0.573
P423549_obverse,obverse,10,,,0.5,0.458,24,0.238,0.573
P357492_left,left,3,3,0,0.333,0.417,12,0.028,0.574
P357573_obverse,obverse,14,14,0,0.5,0.3,70,0.077,0.574
P358199_obverse,obverse,11,11,0,0.455,0.333,24,0.067,0.574
P358326_obverse,obverse,13,,,0.615,0.214,28,0.108,0.574
P358514_left,left,3,3,0,0.333,0.4,10,0.011,0.574
P358550_obverse,obverse,13,13,0,0.385,0.359,78,0.023,0.574
P359117_reverse,reverse,11,11,0,0.455,0.298,47,0.031,0.574
P359394_obverse,obverse,6,6,0,0.167,,3,0.019,0.574
P361165_obverse,obverse,8,8,0,0.25,0.5,32,0.029,0.574
P389546_reverse,reverse,9,,,0.222,,4,0.075,0.574
P390571_left,left,2,2,0,0.5,0.222,9,0.0,0.574
P544386_obverse,obverse,13,,,0.462,0.44,75,0.181,0.574
P333928_obverse,obverse,12,12,0,0.417,0.365,63,0.058,0.575
P357522_reverse,reverse,13,13,0,0.308,0.462,52,0.045,0.575
P357958_reverse,reverse,8,8,0,0.75,0.0,15,0.024,0.575
P359947_right,right,6,6,0,0.167,,4,0.016,0.575
P361085_obverse,obverse,23,23,0,0.304,0.464,28,0.043,0.575
P389542_obverse,obverse,7,,,,,0,0.425,0.575
P389594_reverse,reverse,7,,,0.571,0.438,48,0.285,0.575
P250570_reverse,reverse,6,,,0.5,0.667,12,0.439,0.576
P357432_obverse,obverse,6,6,0,0.167,,3,0.014,0.576
P357507_reverse,reverse,14,14,0,0.429,0.324,74,0.024,0.576
P357548_reverse,reverse,8,8,0,0.375,0.4,20,0.046,0.576
P357742_reverse,reverse,8,8,0,0.5,0.28,25,0.053,0.576
P358189_reverse,reverse,13,13,0,0.308,0.471,51,0.052,0.576
P359390_reverse,reverse,3,,,0.667,,4,0.515,0.576
P359937_reverse,reverse,17,17,0,0.235,0.526,38,0.034,0.576
P361053_obverse,obverse,19,19,0,0.421,0.371,89,0.064,0.576
P361114_obverse,obverse,13,13,0,0.385,0.404,52,0.06,0.576
P361163_obverse,obverse,16,16,0,0.312,0.444,18,0.028,0.576
P361165_reverse,reverse,8,8,0,0.5,0.296,27,0.067,0.576
P361298_obverse,obverse,8,8,0,0.5,0.257,35,0.029,0.576
P357601_obverse,obverse,13,13,0,0.462,0.304,46,0.034,0.577
P357675_obverse,obverse,10,10,0,0.4,0.357,28,0.028,0.577
P357823_reverse,reverse,8,8,0,0.25,0.5,16,0.02,0.577
P358421_reverse,reverse,5,5,0,0.4,0.348,23,0.016,0.577
P361025_reverse,reverse,13,13,0,0.308,0.455,44,0.033,0.577
P389645_reverse,reverse,7,,,0.286,0.545,11,0.099,0.577
P423548_obverse,obverse,9,,,0.444,0.386,57,0.099,0.577
P250578_reverse,reverse,6,,,0.5,0.471,17,0.238,0.578
P357367_reverse,reverse,5,5,0,0.6,0.167,6,0.034,0.578
P357425_reverse,reverse,24,24,0,0.208,0.565,23,0.039,0.578
P357698_obverse,obverse,8,8,0,0.375,0.4,35,0.04,0.578
P358206_reverse,reverse,8,8,0,0.25,,4,0.094,0.578
P359184_reverse,reverse,11,11,0,0.364,0.4,30,0.03,0.578
P359199_obverse,obverse,10,10,0,0.4,0.364,11,0.029,0.578
P359215_obverse,obverse,7,7,0,0.286,0.48,25,0.032,0.578
P389579_reverse,reverse,4,,,0.5,0.3,30,0.066,0.578
P357443_obverse,obverse,9,9,0,0.444,0.333,24,0.041,0.579
P357512_left,left,4,4,0,0.25,0.5,22,0.014,0.579
P357577_left,left,4,4,0,0.5,0.25,8,0.014,0.579
P357696_obverse,obverse,26,26,0,0.423,0.36,100,0.047,0.579
P357812_reverse,reverse,7,,,0.571,0.25,16,0.083,0.579
P358631_obverse,obverse,12,12,0,0.333,0.425,40,0.02,0.579
P359040_reverse,reverse,9,9,0,0.333,0.438,16,0.033,0.579
P359222_reverse,reverse,6,6,0,0.667,0.1,20,0.029,0.579
P359966_obverse,obverse,16,16,0,0.25,0.538,26,0.053,0.579
P250552_reverse,reverse,7,,,0.571,0.444,27,0.275,0.58
P333881_obverse,obverse,15,15,0,0.4,0.38,79,0.04,0.58
P333931_reverse,reverse,14,14,0,0.357,0.452,73,0.07,0.58
P357438_reverse,reverse,11,11,0,0.455,0.31,29,0.026,0.58
P357680_obverse,obverse,14,14,0,0.429,0.37,54,0.06,0.58
P358204_obverse,obverse,13,13,0,0.538,0.254,63,0.054,0.58
P358712_reverse,reverse,25,25,0,0.36,0.41,100,0.031,0.58
P359310_reverse,reverse,5,5,0,0.4,0.364,11,0.025,0.58
P389604_reverse,reverse,10,,,0.6,0.227,44,0.087,0.58
P390561_reverse,reverse,7,7,0,0.571,0.222,27,0.053,0.58
P357355_reverse,reverse,25,25,0,0.56,0.23,100,0.046,0.581
P357772_reverse,reverse,12,12,0,0.417,0.413,63,0.085,0.581
P357947_obverse,obverse,8,8,0,0.625,0.167,18,0.048,0.581
P358233_reverse,reverse,28,28,0,0.464,0.36,86,0.082,0.581
P358277_obverse,obverse,8,8,0,0.5,0.267,15,0.023,0.581
P359054_reverse,reverse,27,27,0,0.37,0.42,100,0.048,0.581
P361025_obverse,obverse,11,11,0,0.364,0.422,45,0.042,0.581
P361671_reverse,reverse,11,,,0.636,0.393,56,0.286,0.581
P272898_reverse,reverse,13,13,0,0.538,0.306,62,0.1,0.582
P333933_obverse,obverse,11,11,0,0.364,0.4,25,0.017,0.582
P333944_reverse,reverse,16,16,0,0.438,0.388,49,0.081,0.582
P357361_left,left,4,4,0,0.25,0.526,19,0.03,0.582
P357525_reverse,reverse,8,,,,,0,0.418,0.582
P357647_reverse,reverse,14,14,0,0.357,0.429,63,0.039,0.582
P357798_reverse,reverse,12,12,0,0.333,0.476,21,0.063,0.582
P359207_reverse,reverse,11,11,0,0.545,0.237,38,0.037,0.582
P359270_reverse,reverse,10,10,0,0.4,0.375,24,0.029,0.582
P359280_obverse,obverse,11,11,0,0.364,0.421,19,0.04,0.582
P360979_obverse,obverse,13,13,0,0.538,0.247,77,0.039,0.582
P361128_reverse,reverse,19,19,0,0.526,0.31,100,0.091,0.582
P389642_reverse,reverse,5,,,,,1,0.418,0.582
P333933_left,left,2,2,0,0.5,0.25,8,0.0,0.583
P357501_left,left,2,2,0,0.5,0.25,16,0.0,0.583
P357915_obverse,obverse,13,13,0,0.462,0.333,48,0.046,0.583
P358194_obverse,obverse,12,12,0,0.5,0.278,54,0.027,0.583
P358288_reverse,reverse,5,,,,,0,0.417,0.583
P358623_obverse,obverse,14,14,0,0.357,0.436,55,0.044,0.583
P359147_reverse,reverse,8,8,0,0.5,0.297,37,0.049,0.583
P359159_obverse,obverse,11,11,0,0.364,0.414,58,0.029,0.583
P359213_reverse,reverse,10,10,0,0.4,0.4,35,0.051,0.583
P359231_obverse,obverse,3,3,0,0.333,0.417,12,0.0,0.583
P357401_obverse,obverse,10,10,0,0.3,0.476,21,0.025,0.584
P357516_obverse,obverse,13,13,0,0.385,0.412,68,0.043,0.584
P357784_reverse,reverse,11,11,0,0.273,0.5,10,0.021,0.584
P357841_reverse,reverse,10,10,0,0.5,0.323,31,0.07,0.584
P361132_obverse,obverse,15,15,0,0.4,0.377,61,0.025,0.584
P389616_obverse,obverse,10,,,0.4,0.684,38,0.331,0.584
P389622_obverse,obverse,11,,,0.545,0.294,17,0.086,0.584
P357412_obverse,obverse,11,11,0,0.545,0.268,41,0.058,0.585
P359123_obverse,obverse,11,11,0,0.455,0.333,45,0.032,0.585
P359255_reverse,reverse,7,7,0,0.429,0.333,12,0.007,0.585
P359283_obverse,obverse,15,15,0,0.4,0.387,75,0.031,0.585
P357513_obverse,obverse,34,34,0,0.235,0.553,76,0.031,0.586
P357596_obverse,obverse,13,13,0,0.462,0.35,20,0.053,0.586
P357701_obverse,obverse,7,7,0,0.571,0.25,8,0.065,0.586
P358857_reverse,reverse,13,13,0,0.462,0.328,67,0.033,0.586
P359034_obverse,obverse,13,13,0,0.385,0.4,20,0.028,0.586
P359238_left,left,5,5,0,0.2,0.559,34,0.0,0.586
P368434_reverse,reverse,7,,,0.429,0.417,12,0.089,0.586
P272902_obverse,obverse,16,16,0,0.375,0.46,50,0.075,0.587
P333944_left,left,4,4,0,0.5,0.273,11,0.011,0.587
P357731_obverse,obverse,21,21,0,0.381,0.402,92,0.022,0.587
P358291_reverse,reverse,5,5,0,0.2,,4,0.026,0.587
P359247_reverse,reverse,14,14,0,0.214,,2,0.04,0.587
P359285_reverse,reverse,13,13,0,0.462,0.333,45,0.034,0.587
P361671_obverse,obverse,30,30,0,0.2,0.613,31,0.051,0.587
P250556_reverse,reverse,12,,,0.333,0.672,64,0.241,0.588
P357337_reverse,reverse,11,11,0,0.364,0.429,35,0.027,0.588
P357513_left,left,5,5,0,0.4,0.364,22,0.0,0.588
P357734_obverse,obverse,9,9,0,0.444,0.419,31,0.101,0.588
P357756_obverse,obverse,11,11,0,0.364,0.487,39,0.085,0.588
P357802_reverse,reverse,10,10,0,0.3,0.5,46,0.037,0.588
P359046_reverse,reverse,13,13,0,0.154,0.65,20,0.041,0.588
P361178_reverse,reverse,5,5,0,0.2,,4,0.023,0.588
P389592_obverse,obverse,16,,,0.438,0.421,19,0.094,0.588
P389610_obverse,obverse,11,,,0.545,0.286,35,0.069,0.588
P389616_reverse,reverse,6,,,,,0,0.412,0.588
P260372_obverse,obverse,14,14,0,0.357,0.429,35,0.02,0.589
P333900_obverse,obverse,12,12,0,0.417,0.433,67,0.084,0.589
P333904_obverse,obverse,12,12,0,0.25,0.556,18,0.038,0.589
P357419_obverse,obverse,9,,,0.444,0.389,18,0.066,0.589
P357347_reverse,reverse,10,10,0,0.5,0.371,35,0.102,0.59
P357534_left,left,4,4,0,0.5,0.286,14,0.015,0.59
P357630_reverse,reverse,13,13,0,0.462,0.34,50,0.031,0.59
P357973_obverse,obverse,9,9,0,0.444,0.364,11,0.037,0.59
P358221_reverse,reverse,9,9,0,0.444,0.364,11,0.037,0.59
P358539_obverse,obverse,13,13,0,0.385,0.422,64,0.037,0.59
P358724_reverse,reverse,10,10,0,0.5,0.302,53,0.032,0.59
P359212_reverse,reverse,11,11,0,0.364,0.429,42,0.022,0.59
P359279_reverse,reverse,14,14,0,0.214,0.571,7,0.015,0.59
P361041_obverse,obverse,10,10,0,0.4,0.429,28,0.057,0.59
P361097_obverse,obverse,13,13,0,0.615,0.196,46,0.042,0.59
P361300_left,left,5,5,0,0.2,,3,0.02,0.59
P389609_reverse,reverse,6,,,,,0,0.41,0.59
P390572_reverse,reverse,10,10,0,0.5,0.324,34,0.053,0.59
P250572_obverse,obverse,2,,,0.5,0.273,22,0.0,0.591
P333935_obverse,obverse,11,11,0,0.545,0.277,83,0.049,0.591
P357427_obverse,obverse,7,7,0,0.429,0.375,8,0.03,0.591
P357570_obverse,obverse,13,13,0,0.462,0.39,59,0.079,0.591
P357759_reverse,reverse,5,5,0,0.2,,2,0.018,0.591
P357958_obverse,obverse,11,11,0,0.273,0.556,9,0.055,0.591
P357972_reverse,reverse,9,9,0,0.556,0.273,11,0.055,0.591
P358415_obverse,obverse,11,11,0,0.364,0.452,42,0.044,0.591
P358545_obverse,obverse,14,14,0,0.357,0.435,92,0.02,0.591
P358556_reverse,reverse,17,17,0,0.471,0.333,90,0.03,0.591
P358582_left,left,2,2,0,0.5,0.273,11,0.0,0.591
P358695_reverse,reverse,10,10,0,0.5,0.297,37,0.025,0.591
P359111_left,left,5,5,0,0.2,,3,0.018,0.591
P359298_left,left,5,5,0,0.2,,3,0.017,0.591
P389652_obverse,obverse,4,,,0.75,0.385,13,0.36,0.591
P389661_reverse,reverse,14,,,0.643,0.25,100,0.12,0.591
P390569_left,left,4,4,0,0.5,0.273,11,0.0,0.591
P357544_left,left,4,4,0,0.5,0.292,24,0.016,0.592
P357962_obverse,obverse,10,10,0,0.5,0.312,16,0.037,0.592
P358229_obverse,obverse,12,12,0,0.333,0.5,20,0.057,0.592
P359196_reverse,reverse,6,6,0,0.5,0.286,28,0.011,0.592
P361046_obverse,obverse,14,14,0,0.5,0.324,68,0.046,0.592
P361139_reverse,reverse,14,14,0,0.357,0.475,61,0.056,0.592
P361695_obverse,obverse,12,12,0,0.417,0.387,31,0.028,0.592
P357413_obverse,obverse,9,9,0,0.444,0.375,40,0.042,0.593
P357593_obverse,obverse,14,14,0,0.5,0.333,24,0.054,0.593
P358545_reverse,reverse,16,16,0,0.375,0.43,100,0.026,0.593
P358556_obverse,obverse,16,16,0,0.438,0.38,100,0.038,0.593
