DIFT_similarity,mask,affine,global,OOB,total
-0.00023989566478930003,-0.00011624086917714025,0.0,0.0,1.5622055530548097e-05,-0.00034051447816813696
-0.00024157847836231484,-0.00013334059510499091,7.985559105873108e-06,7.998659461736679,9.439587593078614e-06,7.998302116821149
-0.00024310435904713229,-0.00014140026664244943,1.1067114770412445e-05,2.0455732941627502,7.648348808288575e-06,2.045207445395245
-0.00024206931949734238,-0.00014467101914470372,1.3608410954475403e-05,4.822122305631638,6.1810374259948736e-06,4.821755146125027
-0.0002431302285421767,-0.00014649448245488173,1.6543167829513552e-05,6.728790700435638,3.263711929321289e-06,6.728420942207813
-0.0002443448966648312,-0.00015192992480788788,1.8638622760772706e-05,5.940504372119904,0.0,5.940126914734716
-0.00024434141078293607,-0.0001537881296453689,1.990416944026947e-05,3.463127464056015,0.0,3.4627491492782956
-0.0002443369920718286,-0.00015666547553282173,2.0252446830272674e-05,0.1672669663093984,0.0,0.16688621489093003
-0.0002439626799730262,-0.0001627460546126134,2.03686460852623e-05,1.628260500729084,1.1934518814086914e-06,1.627875346640808
-0.00024421410743150665,-0.00016188512594061182,2.0279625058174135e-05,1.4563411474227905,3.3888816833496094e-07,1.455955666701216
-0.0002443436218288638,-0.0001644073540644692,1.9977706670761108e-05,0.017330051923636347,0.0,0.016941279061157267
-0.00024434595641908193,-0.00016989267927128822,1.981233060359955e-05,2.428266406059265,0.0,2.4278720989635842
-0.0002443388300228187,-0.00016672460182449094,1.9876718521118164e-05,3.360173851251602,0.0,3.3597827539442098
-0.0002443292087815335,-0.0001676143326146606,2.0035500824451447e-05,3.048146888613701,0.0,3.0477550550788215
-0.0002443285729804293,-0.0001751543872963256,2.018803954124451e-05,1.701192930340767,0.0,1.700793680123317
-0.000244321688050416,-0.00017450167572522222,2.0254220068454744e-05,0.51565314643085,0.0,0.5152545642481932
-0.00024431962990983995,-0.00017531147461475374,2.0357052981853485e-05,1.4421569183468819,0.0,1.4417576368443394
-0.000244323857976159,-0.00017780793914149177,2.0539730787277224e-05,1.2664489448070526,0.0,1.266047382542288
-0.0002443207550742146,-0.00017246472397089912,2.068057954311371e-05,0.1433544559404254,0.0,0.14295835569783022
-0.00024432036143755823,-0.0001739420593123544,2.085539251565933e-05,1.7984110862016678,0.0,1.7980137238763962
-0.0002443225010468112,-0.00017028824708867238,2.0865295827388764e-05,2.5825919583439827,0.0,2.5821982650444846
-0.0002443214453347592,-0.00017575289733538354,2.094324976205826e-05,2.3576052859425545,0.0,2.3572060877938417
